"string","exped","Location","Sublocation","use","grounded","Date","Year","Month","lon_in","lat_in","time_in","empty"
"GCT19_13","Gracetown 2019","Gracetown","Gracetown","Yes","no",2019-03-03,2019,"03",114.690380981191,-33.9746210072189,"09:08:00","no"
"GCT19_14","Gracetown 2019","Gracetown","Gracetown","Yes","no",2019-03-03,2019,"03",114.72184899263,-33.9476740267127,"09:25:00","no"
"GCT19_15","Gracetown 2019","Gracetown","Gracetown","Yes","no",2019-03-03,2019,"03",114.722412005066,-33.9226829633116,"11:48:00","no"
"GCT19_16","Gracetown 2019","Gracetown","Gracetown","Yes","no",2019-03-03,2019,"03",114.754896992817,-33.9216389972716,"12:05:00","yes"
"GCT19_17","Gracetown 2019","Gracetown","Gracetown","Yes","no",2019-03-06,2019,"03",114.819387020543,-33.9501760248094,"06:10:00","no"
"GCT19_18","Gracetown 2019","Gracetown","Gracetown","Yes","no",2019-03-06,2019,"03",114.850582033395,-33.9778420049697,"06:31:00","no"
"GCT19_19","Gracetown 2019","Gracetown","Gracetown","Yes","no",2019-03-06,2019,"03",114.882591012865,-34.0053459629416,"08:52:00","no"
"GCT19_20","Gracetown 2019","Gracetown","Gracetown","Yes","no",2019-03-06,2019,"03",114.883707985281,-33.9505709800869,"09:08:00","yes"
"GCT20_01","Gracetown 2020","Gracetown",NA,NA,NA,2020-03-07,2020,"03",114.732452016323,-33.9270970411598,"09:40:00","no"
"GCT20_02","Gracetown 2020","Gracetown",NA,NA,NA,2020-03-07,2020,"03",114.743673037737,-33.905220022425,"10:08:00","no"
"GCT20_03","Gracetown 2020","Gracetown",NA,NA,NA,2020-03-07,2020,"03",114.862775020301,-33.9178549870848,"12:58:00","no"
"GCT20_04","Gracetown 2020","Gracetown",NA,NA,NA,2020-03-07,2020,"03",114.875895967707,-33.8756759930402,"13:24:00","no"
"GCT20_05","Gracetown 2020","Gracetown",NA,NA,NA,2020-03-08,2020,"03",114.721210040152,-34.1298029758036,"08:12:00","no"
"GCT20_06","Gracetown 2020","Gracetown",NA,NA,NA,2020-03-08,2020,"03",114.732862981036,-34.0957349818199,"08:38:00","no"
"GCT20_07","Gracetown 2020","Gracetown",NA,NA,NA,2020-03-08,2020,"03",114.670572029426,-34.1134109906852,"11:25:00","no"
"GCT20_08","Gracetown 2020","Gracetown",NA,NA,NA,2020-03-08,2020,"03",114.6678510122,-34.0948009863495,"11:46:00","no"
"GCT20_09","Gracetown 2020","Gracetown",NA,NA,NA,2020-03-09,2020,"03",114.862497998401,-34.1309770289808,"07:26:00","no"
"GCT20_10","Gracetown 2020","Gracetown",NA,NA,NA,2020-03-09,2020,"03",114.879543017596,-34.0988289937376,"07:47:00","no"
"GCT20_11","Gracetown 2020","Gracetown",NA,NA,NA,2020-03-09,2020,"03",114.838331965729,-34.079758990556,"10:19:00","no"
"GCT20_12","Gracetown 2020","Gracetown",NA,NA,NA,2020-03-09,2020,"03",114.847822962328,-34.0564159769564,"10:35:00","no"
"GCT20_13","Gracetown 2020","Gracetown",NA,NA,NA,2020-03-09,2020,"03",114.883963968604,-34.0202509984374,"13:17:00","yes"
"GCT20_14","Gracetown 2020","Gracetown",NA,NA,NA,2020-03-09,2020,"03",114.898761967197,-33.9833879750221,"13:38:00","yes"
"GCT20_15","Gracetown 2020","Gracetown",NA,NA,NA,2020-03-10,2020,"03",114.828736027702,-33.9563659764826,"06:57:00","no"
"GCT20_16","Gracetown 2020","Gracetown",NA,NA,NA,2020-03-10,2020,"03",114.789157016202,-33.9640660118311,"07:18:00","yes"
"GCT20_17","Gracetown 2020","Gracetown",NA,NA,NA,2020-03-10,2020,"03",114.692753981798,-33.9847020059823,"10:06:00","no"
"GCT20_18","Gracetown 2020","Gracetown",NA,NA,NA,2020-03-10,2020,"03",114.736973969265,-33.9629219658672,"10:31:00","yes"
"GCT20_19","Gracetown 2020","Gracetown",NA,NA,NA,2020-03-11,2020,"03",114.760914025828,-34.0465769637376,"07:30:00","yes"
"GCT20_20","Gracetown 2020","Gracetown",NA,NA,NA,2020-03-11,2020,"03",114.744130019098,-34.0628540329635,"07:53:00","yes"
"GEO17_01","Geographe Bay 2017","Geographe Bay","Geographe Bay","Yes","no",2017-02-04,2017,"02",115.1967,-33.5378,"08:30:00","no"
"GEO17_02","Geographe Bay 2017","Geographe Bay","Geographe Bay","Yes","no",2017-02-04,2017,"02",115.312362,-33.546449,"11:10:00","yes"
"GEO17_03","Geographe Bay 2017","Geographe Bay","Geographe Bay","Yes","no",2017-02-05,2017,"02",115.215116,-33.58368896,"08:04:00","no"
"GEO17_04","Geographe Bay 2017","Geographe Bay","Geographe Bay","Yes","no",2017-02-05,2017,"02",115.1317067,-33.54417833,"10:49:00","no"
"GEO17_05","Geographe Bay 2017","Geographe Bay","Geographe Bay","Yes","no",2017-02-06,2017,"02",115.170228,-33.57506499,"07:57:00","yes"
"GEO17_06","Geographe Bay 2017","Geographe Bay","Geographe Bay","Yes","no",2017-02-06,2017,"02",115.12738,-33.47588,"10:34:00","yes"
"GEO17_07","Geographe Bay 2017","Geographe Bay","Geographe Bay","Yes","no",2017-02-06,2017,"02",115.119,-33.57364,"13:24:00","yes"
"GEO17_08","Geographe Bay 2017","Geographe Bay","Geographe Bay","Yes","no",2017-02-07,2017,"02",115.2766717,-33.461075,"07:39:00","no"
"GEO17_10","Geographe Bay 2017","Geographe Bay","Geographe Bay","Yes","no",2017-02-08,2017,"02",115.2511333,-33.514515,"07:46:00","yes"
"GEO18_01","Geographe Bay 2018","Geographe Bay","Geographe Bay","Yes","no",2018-02-09,2018,"02",115.319335,-33.47313903,"07:13:00","no"
"GEO18_02","Geographe Bay 2018","Geographe Bay","Geographe Bay","Yes","no",2018-02-09,2018,"02",115.292496,-33.48845503,"07:42:00","no"
"GEO18_03","Geographe Bay 2018","Geographe Bay","Geographe Bay","Yes","no",2018-02-09,2018,"02",115.324201,-33.52246402,"10:17:00","no"
"GEO18_04","Geographe Bay 2018","Geographe Bay","Geographe Bay","Yes","no",2018-02-09,2018,"02",115.268356,-33.57229804,"10:44:00","yes"
"GEO18_05","Geographe Bay 2018","Geographe Bay","Geographe Bay","Yes","no",2018-02-10,2018,"02",115.057533,-33.35449001,"06:53:00","yes"
"GEO18_06","Geographe Bay 2018","Geographe Bay","Geographe Bay","Yes","no",2018-02-10,2018,"02",115.119206,-33.39011704,"07:30:00","yes"
"GEO18_07","Geographe Bay 2018","Geographe Bay","Geographe Bay","Yes","no",2018-02-10,2018,"02",115.194238,-33.40700498,"10:07:00","no"
"GEO18_08","Geographe Bay 2018","Geographe Bay","Geographe Bay","Yes","no",2018-02-10,2018,"02",115.218787,-33.39288197,"10:28:00","yes"
"GEO18_09","Geographe Bay 2018","Geographe Bay","Geographe Bay","Yes","no",2018-02-10,2018,"02",115.273095,-33.41838098,"12:53:00","no"
"GEO18_10","Geographe Bay 2018","Geographe Bay","Geographe Bay","Yes","no",2018-02-10,2018,"02",115.219774,-33.44181502,"13:13:00","yes"
"GEO18_11","Geographe Bay 2018","Geographe Bay","Geographe Bay","Yes","no",2018-02-11,2018,"02",115.139914,-33.45873297,"06:42:00","yes"
"GEO18_12","Geographe Bay 2018","Geographe Bay","Geographe Bay","Yes","no",2018-02-11,2018,"02",115.158906,-33.50268901,"07:11:00","yes"
"GEO18_13","Geographe Bay 2018","Geographe Bay","Geographe Bay","Yes","no",2018-02-11,2018,"02",115.06425,-33.48852,"09:50:00","no"
"GEO18_14","Geographe Bay 2018","Geographe Bay","Geographe Bay","Yes","no",2018-02-11,2018,"02",115.12295,-33.52329,"10:17:00","yes"
"GEO18_15","Geographe Bay 2018","Geographe Bay","Geographe Bay","Yes","no",2018-02-12,2018,"02",115.38642,-33.50648,"07:13:00","yes"
"GEO18_16","Geographe Bay 2018","Geographe Bay","Geographe Bay","Yes","no",2018-02-12,2018,"02",115.37421,-33.4709,"07:31:00","yes"
"GEO18_17","Geographe Bay 2018","Geographe Bay","Geographe Bay","Yes","no",2018-02-12,2018,"02",115.37145,-33.42183,"10:07:00","yes"
"GEO18_18","Geographe Bay 2018","Geographe Bay","Geographe Bay","Yes","no",2018-02-12,2018,"02",115.45459,-33.43621,"10:28:00","yes"
"GEO18_19","Geographe Bay 2018","Geographe Bay","Geographe Bay","Yes","no",2018-02-13,2018,"02",115.35188,-33.38441,"06:53:00","no"
"GEO18_20","Geographe Bay 2018","Geographe Bay","Geographe Bay","Yes","no",2018-02-13,2018,"02",115.40732,-33.38555,"07:13:00","yes"
"GEO19_01","Geographe Bay 2019","Geographe Bay","Geographe Bay","Yes","no",2019-03-07,2019,"03",115.301084015518,-33.3842440042644,"06:28:00","yes"
"GEO19_02","Geographe Bay 2019","Geographe Bay","Geographe Bay","Yes","no",2019-03-07,2019,"03",115.236690966412,-33.384145013988,"06:42:00","yes"
"GEO19_03","Geographe Bay 2019","Geographe Bay","Geographe Bay","Yes","no",2019-03-07,2019,"03",115.188789982348,-33.3699680306017,"09:17:00","yes"
"GEO19_04","Geographe Bay 2019","Geographe Bay","Geographe Bay","Yes","no",2019-03-07,2019,"03",115.12498400174,-33.3700019773095,"09:30:00","yes"
"GEO19_05","Geographe Bay 2019","Geographe Bay","Geographe Bay","Yes","no",2019-03-07,2019,"03",115.107085034251,-33.4083100408315,"11:54:00","yes"
"GEO19_06","Geographe Bay 2019","Geographe Bay","Geographe Bay","Yes","no",2019-03-07,2019,"03",115.17237201333,-33.4098200406879,"12:09:00","yes"
"GEO19_07","Geographe Bay 2019","Geographe Bay","Geographe Bay","Yes","no",2019-03-08,2019,"03",115.105435978621,-33.4904360119253,"06:03:00","yes"
"GEO19_08","Geographe Bay 2019","Geographe Bay","Geographe Bay","Yes","no",2019-03-08,2019,"03",115.170998973771,-33.4641050174832,"06:26:00","yes"
"GEO19_09","Geographe Bay 2019","Geographe Bay","Geographe Bay","Yes","no",2019-03-08,2019,"03",115.233272993937,-33.4845219925045,"09:06:00","yes"
"GEO19_10","Geographe Bay 2019","Geographe Bay","Geographe Bay","Yes","no",2019-03-08,2019,"03",115.266291992738,-33.5199070349335,"09:25:00","yes"
"GEO19_11","Geographe Bay 2019","Geographe Bay","Geographe Bay","Yes","no",2019-03-08,2019,"03",115.299361031502,-33.4836119692772,"11:48:00","yes"
"GEO19_12","Geographe Bay 2019","Geographe Bay","Geographe Bay","Yes","no",2019-03-08,2019,"03",115.298553016036,-33.5212740395218,"12:03:00","yes"
"GEO19_13","Geographe Bay 2019","Geographe Bay","Geographe Bay","Yes","no",2019-03-09,2019,"03",115.346863958984,-33.5675190109759,"06:23:00","yes"
"GEO19_14","Geographe Bay 2019","Geographe Bay","Geographe Bay","Yes","no",2019-03-09,2019,"03",115.374964959919,-33.554814979434,"06:40:00","yes"
"GEO19_15","Geographe Bay 2019","Geographe Bay","Geographe Bay","Yes","no",2019-03-09,2019,"03",115.395138021558,-33.5485920030623,"08:58:00","yes"
"GEO19_16","Geographe Bay 2019","Geographe Bay","Geographe Bay","Yes","no",2019-03-09,2019,"03",115.380348991602,-33.5358159709721,"09:12:00","no"
"GEO19_17","Geographe Bay 2019","Geographe Bay","Geographe Bay","Yes","no",2019-03-10,2019,"03",115.168842980638,-33.5178869962692,"06:07:00","yes"
"GEO19_18","Geographe Bay 2019","Geographe Bay","Geographe Bay","Yes","no",2019-03-10,2019,"03",115.218713963404,-33.5475379787385,"06:25:00","no"
"GEO19_19","Geographe Bay 2019","Geographe Bay","Geographe Bay","Yes","no",2019-03-10,2019,"03",115.221300031989,-33.5752120055258,"08:50:00","no"
"GEO19_20","Geographe Bay 2019","Geographe Bay","Geographe Bay","Yes","no",2019-03-10,2019,"03",115.224399995058,-33.5934559721499,"09:03:00","no"
"GEO20_01","Geographe Bay 2020","Geographe Bay","Geographe Bay","Yes","no",2020-03-22,2020,"03",115.396124990656,-33.534415019676,"08:09:00","yes"
"GEO20_02","Geographe Bay 2020","Geographe Bay","Geographe Bay","Yes","no",2020-03-22,2020,"03",115.380277996882,-33.5312749911099,"08:30:00","yes"
"GEO20_03","Geographe Bay 2020","Geographe Bay","Geographe Bay","Yes","no",2020-03-22,2020,"03",115.379024986177,-33.5543389711529,"11:06:00","yes"
"GEO20_04","Geographe Bay 2020","Geographe Bay","Geographe Bay","Yes","no",2020-03-22,2020,"03",115.347539037466,-33.5698760021477,"11:27:00","yes"
"GEO20_05","Geographe Bay 2020","Geographe Bay","Geographe Bay","Yes","no",2020-03-23,2020,"03",115.375257991254,-33.4050799906253,"08:09:00","yes"
"GEO20_06","Geographe Bay 2020","Geographe Bay","Geographe Bay","Yes","no",2020-03-23,2020,"03",115.318254008889,-33.3999670296907,"08:37:00","yes"
"GEO20_07","Geographe Bay 2020","Geographe Bay","Geographe Bay","Yes","no",2020-03-23,2020,"03",115.308941965922,-33.4500540141016,"11:07:00","yes"
"GEO20_08","Geographe Bay 2020","Geographe Bay","Geographe Bay","Yes","no",2020-03-23,2020,"03",115.259362002834,-33.4550880175083,"11:03:00","yes"
"GEO20_09","Geographe Bay 2020","Geographe Bay","Geographe Bay","Yes","no",2020-03-24,2020,"03",115.214559976011,-33.3680800069123,"07:29:00","yes"
"GEO20_10","Geographe Bay 2020","Geographe Bay","Geographe Bay","Yes","no",2020-03-24,2020,"03",115.183894028887,-33.3839939720928,"07:47:00","yes"
"GEO20_11","Geographe Bay 2020","Geographe Bay","Geographe Bay","Yes","no",2020-03-24,2020,"03",115.099608963355,-33.3680339902639,"10:28:00","yes"
"GEO20_12","Geographe Bay 2020","Geographe Bay","Geographe Bay","Yes","no",2020-03-24,2020,"03",115.112666040658,-33.4057819750159,"10:48:00","yes"
"GEO20_13","Geographe Bay 2020","Geographe Bay","Geographe Bay","Yes","no",2020-03-25,2020,"03",115.22092603147,-33.5671290010213,"07:14:00","yes"
"GEO20_14","Geographe Bay 2020","Geographe Bay","Geographe Bay","Yes","no",2020-03-25,2020,"03",115.209369985386,-33.5584399849176,"07:38:00","yes"
"GEO20_15","Geographe Bay 2020","Geographe Bay","Geographe Bay","Yes","no",2020-03-25,2020,"03",115.252658491953,-33.5662360349669,"10:15:00","yes"
"GEO20_16","Geographe Bay 2020","Geographe Bay","Geographe Bay","Yes","no",2020-03-25,2020,"03",115.272252727299,-33.5370469931513,"10:36:00","yes"
"GEO20_17","Geographe Bay 2020","Geographe Bay","Geographe Bay","Yes","no",2020-03-26,2020,"03",115.151598,-33.449329935,"07:37:00","yes"
"GEO20_18","Geographe Bay 2020","Geographe Bay","Geographe Bay","Yes","no",2020-03-26,2020,"03",115.123089,-33.47739796,"07:57:00","yes"
"GEO20_19","Geographe Bay 2020","Geographe Bay","Geographe Bay","Yes","no",2020-03-26,2020,"03",115.21439,-33.517729505,"10:44:00","yes"
"GEO20_20","Geographe Bay 2020","Geographe Bay","Geographe Bay","Yes","no",2020-03-26,2020,"03",115.243351,-33.488356465,"11:04:00","yes"
"GNP19_01","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-13,2019,"11",-89.4760449696332,-0.723284985870123,"06:56:00","no"
"GNP19_02","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-13,2019,"11",-89.4902320113033,-0.728527028113604,"08:09:00","no"
"GNP19_03","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-13,2019,"11",-89.499676991254,-0.738772982731462,"09:43:00","no"
"GNP19_04","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-13,2019,"11",-89.5073310099542,-0.748833026736975,"10:36:00","no"
"GNP19_05","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-14,2019,"11",-89.5197649765759,-0.775115992873907,"05:52:00","no"
"GNP19_06","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-14,2019,"11",-89.5337029919028,-0.774117037653923,"06:06:00","no"
"GNP19_07","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-14,2019,"11",-89.5567790418863,-0.778394993394613,"08:36:00","no"
"GNP19_08","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-14,2019,"11",-89.5610979851335,-0.776385013014078,"08:48:00","no"
"GNP19_09","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-15,2019,"11",-89.5344100054353,-0.75653700158,"06:25:00","no"
"GNP19_10","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-15,2019,"11",-89.5446149725466,-0.745099978521466,"06:36:00","no"
"GNP19_11","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-15,2019,"11",-89.5723569765686,-0.74467996135354,"09:24:00","no"
"GNP19_12","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-15,2019,"11",-89.5828099641948,-0.718156015500426,"09:36:00","no"
"GNP19_13","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-16,2019,"11",-89.4983860105276,-0.786471040919423,"05:53:00","no"
"GNP19_14","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-16,2019,"11",-89.5093239750713,-0.794240981340408,"06:06:00","no"
"GNP19_15","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-16,2019,"11",-89.4829720258712,-0.794824026525021,"08:34:00","yes"
"GNP19_16","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-16,2019,"11",-89.4920849986374,-0.802184008061886,"08:42:00","no"
"GNP19_17","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-21,2019,"11",-89.5112249907106,-0.754458038136363,"08:44:00","no"
"GNP19_18","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-21,2019,"11",-89.5170789957046,-0.7419069763273,"08:59:00","no"
"GNP19_19","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-21,2019,"11",-89.5271109603345,-0.712724039331079,"12:25:00","no"
"GNP19_20","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-21,2019,"11",-89.5335599966347,-0.702346991747618,"12:36:00","no"
"GNP19_21","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-23,2019,"11",-89.5213309675455,-0.776480985805392,"05:51:00","no"
"GNP19_22","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-23,2019,"11",-89.5257390104234,-0.78567199409008,"06:22:00","no"
"GNP19_23","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-23,2019,"11",-89.6139120217412,-0.755253983661532,"09:23:00","no"
"GNP19_24","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-23,2019,"11",-89.6241439785808,-0.766709027811885,"09:33:00","no"
"GNP19_25","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-23,2019,"11",-89.5530709717422,-0.801035016775131,"12:54:00","no"
"GNP19_26","Galapagos 2019","Galapagos","Punta Pitt",NA,NA,2019-11-24,2019,"11",-89.2384630255401,-0.71328897960484,"06:32:00","no"
"GNP19_27","Galapagos 2019","Galapagos","Punta Pitt",NA,NA,2019-11-24,2019,"11",-89.2261769995093,-0.713195018470287,"06:42:00","no"
"GNP19_28","Galapagos 2019","Galapagos","Punta Pitt",NA,NA,2019-11-24,2019,"11",-89.2380349617451,-0.733730010688305,"09:23:00","no"
"GNP19_29","Galapagos 2019","Galapagos","Punta Pitt",NA,NA,2019-11-24,2019,"11",-89.2312970012426,-0.74085496366024,"09:31:00","no"
"GNP19_30","Galapagos 2019","Galapagos","Punta Pitt",NA,NA,2019-11-24,2019,"11",-89.2399039585143,-0.693904990330338,"12:52:00","no"
"GNP19_31","Galapagos 2019","Galapagos","Punta Pitt",NA,NA,2019-11-24,2019,"11",-89.22841203399,-0.685798013582826,"13:03:00","no"
"GNP19_32","Galapagos 2019","Galapagos","Punta Pitt",NA,NA,2019-11-25,2019,"11",-89.2468969803303,-0.67508501932025,"06:49:00","no"
"GNP19_33","Galapagos 2019","Galapagos","Punta Pitt",NA,NA,2019-11-25,2019,"11",-89.2398489732295,-0.668200962245464,"06:59:00","no"
"GNP19_34","Galapagos 2019","Galapagos","Punta Pitt",NA,NA,2019-11-25,2019,"11",-89.2841220181435,-0.664140013977885,"09:52:00","no"
"GNP19_35","Galapagos 2019","Galapagos","Punta Pitt",NA,NA,2019-11-25,2019,"11",-89.2872249986976,-0.651460960507393,"10:01:00","no"
"GNP19_36","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-25,2019,"11",-89.5808370318263,-0.79656695947051,"14:02:00","no"
"GNP19_37","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-27,2019,"11",-89.5180210378021,-0.775557970628142,"05:40:00","no"
"GNP19_38","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-27,2019,"11",-89.5106370002031,-0.775258988142014,"05:50:00","no"
"GNP19_39","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-27,2019,"11",-89.5017749816179,-0.758055970072746,"08:38:00","no"
"GNP19_40","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-27,2019,"11",-89.4954230077564,-0.750071033835411,"08:50:00","no"
"GNP19_41","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-27,2019,"11",-89.4994589779526,-0.721802981570363,"12:01:00","no"
"GNP19_42","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-27,2019,"11",-89.4983310252428,-0.707598002627492,"12:13:00","no"
"GNP19_43","Galapagos 2019","Galapagos","Punta Pitt",NA,NA,2019-11-28,2019,"11",-89.2401809804141,-0.698859030380845,"06:36:00","no"
"GNP19_44","Galapagos 2019","Galapagos","Punta Pitt",NA,NA,2019-11-28,2019,"11",-89.2346009798347,-0.688867969438434,"06:48:00","yes"
"GNP19_45","Galapagos 2019","Galapagos","Punta Pitt",NA,NA,2019-11-28,2019,"11",-89.3373740091919,-0.668611004948616,"09:50:00","no"
"GNP19_46","Galapagos 2019","Galapagos","Punta Pitt",NA,NA,2019-11-28,2019,"11",-89.3456799723207,-0.66739403642714,"10:00:00","no"
"GNP19_47","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-29,2019,"11",-89.5164309907704,-0.777170984074473,"06:08:00","no"
"GNP19_48","Galapagos 2019","Galapagos","Leon Dormido",NA,NA,2019-11-29,2019,"11",-89.5105599705129,-0.783896958455443,"06:20:00","no"
"GNP19_49","Galapagos 2019","Galapagos","Punta Pitt",NA,NA,2019-11-29,2019,"11",-89.2362030129879,-0.720601016655564,"09:50:00","no"
"GNP19_50","Galapagos 2019","Galapagos","Punta Pitt",NA,NA,2019-11-29,2019,"11",-89.2249919660389,-0.724157961085439,"10:06:00","yes"
"MAL18_01","Malpelo 2018","Malpelo","Malpelo-2.5km","Yes","no",2018-04-25,2018,"04",-81.60223,4.03597,"06:46:00","no"
"MAL18_02","Malpelo 2018","Malpelo","Malpelo-2.5km","Yes","no",2018-04-25,2018,"04",-81.64141,4.00466,"10:46:00","no"
"MAL18_03","Malpelo 2018","Malpelo","Malpelo-5km","Yes","no",2018-04-26,2018,"04",-81.5729616666667,3.99231666666667,"07:21:00","yes"
"MAL18_04","Malpelo 2018","Malpelo","Malpelo-2.5km","Yes","no",2018-04-26,2018,"04",-81.5762,3.99008333333333,"10:21:00","no"
"MAL18_05","Malpelo 2018","Malpelo","Malpelo-5km","Yes","no",2018-04-27,2018,"04",-81.61515,3.94697,"07:14:00","no"
"MAL18_06","Malpelo 2018","Malpelo","Malpelo-2.5km","Yes","no",2018-04-27,2018,"04",-81.61493,3.96889,"10:21:00","no"
"MAL18_07","Malpelo 2018","Malpelo","Malpelo-5km","Yes","no",2018-04-28,2018,"04",-81.65774,3.99978,"06:57:00","no"
"MAL18_08","Malpelo 2018","Malpelo","Malpelo-10km","Yes","no",2018-04-28,2018,"04",-81.70814,4.00064,"10:13:00","no"
"MAL18_09","Malpelo 2018","Malpelo","Malpelo-10km","Yes","no",2018-04-30,2018,"04",-81.58665,4.0977,"07:02:00","no"
"MAL18_10","Malpelo 2018","Malpelo","Malpelo-5km","Yes","no",2018-04-30,2018,"04",-81.58728,4.05206,"09:58:00","no"
"MAL18_11","Malpelo 2018","Malpelo","Malpelo-1km","Yes","no",2018-05-01,2018,"05",-81.59505,3.9987,"06:55:00","no"
"MAL18_12","Malpelo 2018","Malpelo","Malpelo-1km","Yes","no",2018-05-01,2018,"05",-81.61393,3.98172,"10:02:00","yes"
"MAL18_13","Malpelo 2018","Malpelo","Malpelo-1km","Yes","no",2018-05-02,2018,"05",-81.62425,4.00046,"06:52:00","no"
"MAL18_14","Malpelo 2018","Malpelo","Malpelo-1km","Yes","no",2018-05-02,2018,"05",-81.602595,4.02746666666667,"10:34:00","no"
"MAL18_16","Malpelo 2018","Malpelo","Malpelo-2.5km","Yes","no",2018-05-03,2018,"05",-81.5920016666667,3.98038,"08:58:00","no"
"MAL18_17","Malpelo 2018","Malpelo","Malpelo-1km","Yes","no",2018-05-04,2018,"05",-81.5932833333333,4.01698333333333,"06:42:00","no"
"MLD_01","Maldives North 2020","Maldives - Central","North Ari Atoll - Maavaru Faru - North","Yes","no",2020-01-10,2020,"01",72.69501,3.87696,"07:36:00","no"
"MLD_02","Maldives North 2020","Maldives - Central","North Ari Atoll - Mufushi - Northwest","Yes","no",2020-01-10,2020,"01",72.70037,3.90444,"10:21:00","no"
"MLD_03","Maldives North 2020","Maldives - North","Baa Atoll - Thulhaadhoo - SW 210","Yes","no",2020-01-11,2020,"01",72.81793,5.05447,"07:03:00","no"
"MLD_04","Maldives North 2020","Maldives - North","Raa Atoll - Maa Faru - SW","Yes","no",2020-01-12,2020,"01",72.87418,5.41463,"07:38:00","no"
"MLD_05","Maldives North 2020","Maldives - North","Raa Atoll - Kukulhudhoo Faru SW","Yes","no",2020-01-12,2020,"01",72.84461,5.45377,"10:41:00","no"
"MLD_08","Maldives North 2020","Maldives - North","Haa Alif Atoll - SW corner","Yes","no",2020-01-15,2020,"01",72.91772,6.90716,"06:53:00","no"
"MLD_09","Maldives North 2020","Maldives - North","Haa Alif Atoll - W off Hoarafushi","Yes","no",2020-01-15,2020,"01",72.87516,6.96919,"09:39:00","no"
"MLD_10","Maldives North 2020","Maldives - North","Maamakunudhoo Atoll - NW","Yes","no",2020-01-16,2020,"01",72.61876,6.39636,"07:17:00","no"
"MLD_11","Maldives North 2020","Maldives - North","Maamakunudhoo Atoll - W","Yes","no",2020-01-16,2020,"01",72.57054,6.34781,"10:03:00","no"
"MLD_12","Maldives North 2020","Maldives - North","Noonoo Atoll - W","Yes","no",2020-01-17,2020,"01",73.11863,5.89943,"07:22:00","no"
"MLD_13","Maldives North 2020","Maldives - North","Noonoo Atoll - W","Yes","no",2020-01-17,2020,"01",73.12757,5.86493,"10:17:00","no"
"MLD_14","Maldives North 2020","Maldives - North","Lhaviyani Atoll - SW","Yes","no",2020-01-18,2020,"01",73.3439,5.35374,"06:29:00","no"
"MLD_15","Maldives North 2020","Maldives - Central","Vaavu Atoll - SW","Yes","no",2020-01-20,2020,"01",73.26542,3.50104,"07:05:00","no"
"MLD_16","Maldives North 2020","Maldives - Central","Vaavu Atoll - SW","Yes","no",2020-01-20,2020,"01",73.2775,3.46378,"09:59:00","yes"
"MLD_17","Maldives North 2020","Maldives - Central","Meemu Atoll - W Channel drop","Yes","no",2020-01-21,2020,"01",73.37987,3.05168,"06:54:00","no"
"MLD_18","Maldives North 2020","Maldives - Central","Meemu Atoll - W Channel drop","Yes","no",2020-01-21,2020,"01",73.37762,2.98668,"10:20:00","no"
"MLD_19","Maldives North 2020","Maldives - Central","Thaa Atoll - W","Yes","no",2020-01-22,2020,"01",72.93063,2.30162,"08:38:00","no"
"MLD_20","Maldives North 2020","Maldives - Central","Thaa Atoll - W","Yes","no",2020-01-22,2020,"01",72.92722,2.24308,"11:29:00","no"
