"string","exped","Location","Sublocation","use","grounded","Date","Year","Month","lon_in","lat_in","time_in","empty"
"CHG15_28","Chagos 2015","Chagos","Egmont","Yes","no",2015-01-18,2015,"01",71.35709,-6.612,"09:09:00","no"
"CHG15_29","Chagos 2015","Chagos","Sandes-Swart","Yes","no",2015-01-19,2015,"01",72.18705,-7.13039,"09:02:00","no"
"CHG15_30","Chagos 2015","Chagos","Sandes-Swart","Yes","no",2015-01-19,2015,"01",72.19984533,-7.13392477,"09:34:00","no"
"CHG15_31","Chagos 2015","Chagos","Sandes-Swart","Yes","no",2015-01-19,2015,"01",72.21505,-7.14832,"13:44:00","no"
"CHG15_32","Chagos 2015","Chagos","Sandes-Swart","Yes","no",2015-01-19,2015,"01",72.19839,-7.15047,"14:28:00","no"
"CHG15_33","Chagos 2015","Chagos","Sandes-Swart","Yes","no",2015-01-20,2015,"01",72.16747,-7.13848,"07:46:00","no"
"CHG15_34","Chagos 2015","Chagos","Sandes-Swart","Yes","no",2015-01-20,2015,"01",72.18423,-7.14355,"08:26:00","no"
"CHG15_35","Chagos 2015","Chagos","Sandes-Swart","Yes","no",2015-01-20,2015,"01",72.18906,-7.12922,"11:43:00","no"
"CHG15_36","Chagos 2015","Chagos","Sandes-Swart","Yes","no",2015-01-20,2015,"01",72.20955,-7.12982,"12:32:00","no"
"CHG15_37","Chagos 2015","Chagos","Marlin Basin","Yes","no",2015-01-21,2015,"01",73.29558,-6.38173,"07:55:00","no"
"CHG15_38","Chagos 2015","Chagos","Marlin Basin","Yes","no",2015-01-21,2015,"01",73.27485,-6.36769,"08:21:00","no"
"CHG15_39","Chagos 2015","Chagos","Marlin Basin","Yes","no",2015-01-21,2015,"01",73.31646,-6.38321,"13:19:00","no"
"CHG15_40","Chagos 2015","Chagos","Marlin Basin","Yes","no",2015-01-21,2015,"01",73.31683,-6.40028,"13:53:00","no"
"CHG15_41","Chagos 2015","Chagos","Marlin Basin","Yes","no",2015-01-22,2015,"01",73.38873,-6.46761,"08:06:00","no"
"CHG15_42","Chagos 2015","Chagos","Marlin Basin","Yes","no",2015-01-22,2015,"01",73.36834,-6.45002,"08:35:00","no"
"CHG15_43","Chagos 2015","Chagos","Marlin Basin","Yes","no",2015-01-22,2015,"01",73.38981,-6.48589,"12:23:00","no"
"CHG15_44","Chagos 2015","Chagos","Marlin Basin","Yes","no",2015-01-22,2015,"01",73.38013,-6.47854,"12:41:00","no"
"CHG15_45","Chagos 2015","Chagos","Marlin Basin","Yes","no",2015-01-23,2015,"01",73.38047,-6.48532,"08:05:00","no"
"CHG15_46","Chagos 2015","Chagos","Marlin Basin","Yes","no",2015-01-23,2015,"01",73.36012,-6.47187,"08:33:00","no"
"CHG15_47","Chagos 2015","Chagos","Marlin Basin","Yes","no",2015-01-23,2015,"01",73.38402,-6.46345,"12:49:00","yes"
"CHG15_48","Chagos 2015","Chagos","Marlin Basin","Yes","no",2015-01-23,2015,"01",73.36566,-6.44635,"13:17:00","no"
"CHG15_49","Chagos 2015","Chagos","Marlin Basin","Yes","no",2015-01-24,2015,"01",73.30116,-6.38449,"08:49:00","no"
"CHG15_50","Chagos 2015","Chagos","Marlin Basin","Yes","no",2015-01-24,2015,"01",73.29522,-6.36247,"09:19:00","yes"
"CHG15_51","Chagos 2015","Chagos","Marlin Basin","Yes","no",2015-01-24,2015,"01",73.29845,-6.38464,"13:00:00","no"
"CHG15_52","Chagos 2015","Chagos","Marlin Basin","Yes","no",2015-01-24,2015,"01",73.28114,-6.36735,"13:32:00","no"
"CHG16_01","Chagos 2016","Chagos","Sandes-Swart","Yes","no",2016-02-07,2016,"02",72.1998667,-7.13093,"08:00:00","no"
"CHG16_02","Chagos 2016","Chagos","Sandes-Swart","Yes","no",2016-02-07,2016,"02",72.18707137,-7.12161523,"08:35:00","no"
"CHG16_03","Chagos 2016","Chagos","Salomon","Yes","no",2016-02-09,2016,"02",72.36912,-5.43197,"07:35:00","no"
"CHG16_04","Chagos 2016","Chagos","Salomon","Yes","no",2016-02-09,2016,"02",72.35366,-5.41283,"07:59:00","no"
"CHG16_05","Chagos 2016","Chagos","Salomon","Yes","no",2016-02-09,2016,"02",72.34621,-5.40447,"11:40:00","no"
"CHG16_06","Chagos 2016","Chagos","Salomon","Yes","no",2016-02-09,2016,"02",72.33075,-5.38533,"11:59:00","no"
"CHG16_07","Chagos 2016","Chagos","Salomon","Yes","no",2016-02-10,2016,"02",72.39019833,-5.39602333,"07:33:00","no"
"CHG16_08","Chagos 2016","Chagos","Salomon","Yes","no",2016-02-10,2016,"02",72.39258833,-5.39363332999998,"07:47:00","no"
"CHG16_09","Chagos 2016","Chagos","Salomon","Yes","no",2016-02-10,2016,"02",72.37715,-5.44867,"11:32:00","no"
"CHG16_10","Chagos 2016","Chagos","Salomon","Yes","no",2016-02-10,2016,"02",72.35417,-5.42231,"11:48:00","no"
"CHG16_11","Chagos 2016","Chagos","Peros Banhos","Yes","no",2016-02-12,2016,"02",71.99529,-5.54256,"14:35:00","no"
"CHG16_12","Chagos 2016","Chagos","Peros Banhos","Yes","no",2016-02-12,2016,"02",71.97208,-5.52787,"14:54:00","no"
"CHG16_13","Chagos 2016","Chagos","Peros Banhos","Yes","no",2016-02-13,2016,"02",71.96294,-5.52214,"07:34:00","no"
"CHG16_14","Chagos 2016","Chagos","Peros Banhos","Yes","no",2016-02-13,2016,"02",71.94808,-5.50475,"07:53:00","no"
"CHG16_15","Chagos 2016","Chagos","Peros Banhos","Yes","no",2016-02-13,2016,"02",71.95197,-5.5167,"11:00:00","no"
"CHG16_16","Chagos 2016","Chagos","Peros Banhos","Yes","no",2016-02-13,2016,"02",71.93711,-5.49931,"11:21:00","no"
"CHG16_17","Chagos 2016","Chagos","Peros Banhos","Yes","no",2016-02-15,2016,"02",71.36303256,-5.68166923,"08:01:00","no"
"CHG16_18","Chagos 2016","Chagos","Peros Banhos","Yes","no",2016-02-15,2016,"02",71.33990256,-5.66682923,"08:27:00","no"
"CHG16_19","Chagos 2016","Chagos","Egmont","Yes","no",2016-02-16,2016,"02",71.42743,-6.64495,"07:32:00","no"
"CHG16_20","Chagos 2016","Chagos","Egmont","Yes","no",2016-02-16,2016,"02",71.40418,-6.63022,"07:46:00","no"
"CHG16_21","Chagos 2016","Chagos","Egmont","Yes","no",2016-02-18,2016,"02",71.34612,-6.60709,"08:35:00","no"
"CHG16_22","Chagos 2016","Chagos","Egmont","Yes","no",2016-02-18,2016,"02",71.33228,-6.59596,"08:50:00","no"
"CHG16_23","Chagos 2016","Chagos","Egmont","Yes","no",2016-02-18,2016,"02",71.35587,-6.61077,"11:32:00","no"
"CHG16_24","Chagos 2016","Chagos","Egmont","Yes","no",2016-02-18,2016,"02",71.33355,-6.59728,"11:42:00","no"
"CHG16_25","Chagos 2016","Chagos","Great Chagos Bank","Yes","no",2016-02-20,2016,"02",72.13360141,-6.30058791,"07:43:00","no"
"CHG16_26","Chagos 2016","Chagos","Great Chagos Bank","Yes","no",2016-02-20,2016,"02",72.18836141,-6.32449791,"07:55:00","no"
"CHG16_27","Chagos 2016","Chagos","Great Chagos Bank","Yes","no",2016-02-20,2016,"02",72.13254141,-6.29943791,"10:29:00","no"
"CHG16_28","Chagos 2016","Chagos","Great Chagos Bank","Yes","no",2016-02-20,2016,"02",72.19189141,-6.32368791,"10:41:00","yes"
"CHG16_29","Chagos 2016","Chagos","Sandes-Swart","Yes","no",2016-02-21,2016,"02",72.0878533,-7.1740467,"08:23:00","no"
"CHG16_30","Chagos 2016","Chagos","Sandes-Swart","Yes","no",2016-02-21,2016,"02",72.1023033,-7.1771467,"08:42:00","no"
"CHG16_31","Chagos 2016","Chagos","Sandes-Swart","Yes","no",2016-02-21,2016,"02",72.1167533,-7.1802467,"08:53:00","no"
"CHG16_32","Chagos 2016","Chagos","Sandes-Swart","Yes","no",2016-02-21,2016,"02",72.1312033,-7.1524627,"14:02:00","yes"
"CL16_01","Clipperton 2016","Clipperton","Clipperton","Yes","no",2016-03-13,2016,"03",-109.23499,10.26014,"10:30:00","no"
"CL16_02","Clipperton 2016","Clipperton","Clipperton","Yes","no",2016-03-14,2016,"03",-109.21158,10.26044,"07:25:00","no"
"CL16_03","Clipperton 2016","Clipperton","Clipperton","Yes","no",2016-03-14,2016,"03",-109.25211,10.29181,"10:20:00","no"
"CL16_04","Clipperton 2016","Clipperton","Clipperton","Yes","no",2016-03-15,2016,"03",-109.2012,10.26653,"07:45:00","no"
"CL16_05","Clipperton 2016","Clipperton","Clipperton","Yes","no",2016-03-15,2016,"03",-109.21393,10.26658,"10:32:00","no"
"CL16_06","Clipperton 2016","Clipperton","Clipperton","Yes","no",2016-03-16,2016,"03",-109.17104,10.32426,"07:49:00","no"
"CL16_07","Clipperton 2016","Clipperton","Clipperton","Yes","no",2016-03-16,2016,"03",-109.19242,10.33756,"10:39:00","no"
"CL16_08","Clipperton 2016","Clipperton","Clipperton","Yes","no",2016-03-17,2016,"03",-109.21257,10.33698,"12:00:00","no"
"CL16_09","Clipperton 2016","Clipperton","Clipperton","Yes","no",2016-03-18,2016,"03",-109.24942,10.33012,"07:40:00","no"
"CL16_10","Clipperton 2016","Clipperton","Clipperton","Yes","no",2016-03-18,2016,"03",-109.26508,10.31081,"10:10:00","no"
"CL16_11","Clipperton 2016","Clipperton","Clipperton","Yes","no",2016-03-19,2016,"03",-109.17095,10.30084,"07:33:00","no"
"CL16_12","Clipperton 2016","Clipperton","Clipperton","Yes","no",2016-03-19,2016,"03",-109.18272,10.27611,"11:12:00","no"
"CL16_13","Clipperton 2016","Clipperton","Clipperton","Yes","no",2016-03-20,2016,"03",-109.17586,10.28631,"07:41:00","no"
"CL16_14","Clipperton 2016","Clipperton","Clipperton","Yes","no",2016-03-20,2016,"03",-109.19164,10.27121,"10:35:00","no"
"CL16_15","Clipperton 2016","Clipperton","Clipperton","Yes","no",2016-03-21,2016,"03",-109.23763,10.33594,"07:35:00","no"
"CL16_16","Clipperton 2016","Clipperton","Clipperton","Yes","no",2016-03-21,2016,"03",-109.25899,10.32926,"10:20:00","no"
"CL16_17","Clipperton 2016","Clipperton","Clipperton","Yes","no",2016-03-22,2016,"03",-109.20335,10.26604,"07:28:00","no"
"COCP16_01","Cocos 2016","Cocos","Cocos","Yes","no",2016-10-11,2016,"10",96.82103,-12.07391,"13:22:00","no"
"COCP16_02","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-11,2016,"11",96.92166902,-12.07514204,"08:06:00","yes"
"COCP16_03","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-11,2016,"11",96.91061497,-12.09956397,"10:55:00","yes"
"COCP16_04","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-12,2016,"11",96.80251901,-12.177874,"07:08:00","no"
"COCP16_05","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-12,2016,"11",96.80401099,-12.15027097,"09:41:00","no"
"COCP16_06","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-13,2016,"11",96.77868004,-12.203961,"07:12:00","no"
"COCP16_07","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-13,2016,"11",96.77201198,-12.14692097,"09:56:00","no"
"COCP16_08","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-13,2016,"11",96.80200696,-12.12635203,"12:38:00","no"
"COCP16_09","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-14,2016,"11",96.84603802,-12.22597799,"07:43:00","no"
"COCP16_10","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-14,2016,"11",96.81418302,-12.21896402,"10:36:00","no"
"COCP16_11","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-15,2016,"11",96.93581298,-12.21683401,"07:41:00","no"
"COCP16_12","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-15,2016,"11",96.95276597,-12.238477,"10:47:00","yes"
"COCP16_13","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-16,2016,"11",96.88254196,-12.06698201,"07:15:00","no"
"COCP16_14","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-16,2016,"11",96.88266601,-12.035875,"10:20:00","no"
"COCP16_15","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-17,2016,"11",96.77880602,-12.08331699,"07:48:00","no"
"COCP16_16","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-17,2016,"11",96.75917904,-12.00644799,"10:51:00","no"
"COCP16_17","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-18,2016,"11",96.831207,-12.09012897,"08:20:00","no"
"COCP16_18","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-18,2016,"11",96.81510997,-12.11029298,"10:55:00","no"
"COCP16_19","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-19,2016,"11",96.80373204,-12.11635401,"08:00:00","no"
"COCP16_20","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-20,2016,"11",96.944661,-12.16143399,"08:08:00","no"
"COCP16_21","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-20,2016,"11",96.76828296,-12.11292297,"11:27:00","no"
"COCP16_22","Cocos 2016","Cocos","Cocos","Yes","no",2016-11-21,2016,"11",96.812915,-12.19814999,"07:47:00","no"
"DHI12_01","Shark Bay 2012","Shark Bay","DHI1","Yes","no",2012-04-19,2012,"04",113.139,-26.16993,"10:05:00","no"
"DHI12_02","Shark Bay 2012","Shark Bay","DHI1","Yes","no",2012-04-19,2012,"04",113.13205,-26.1576,"10:17:00","no"
"DHI12_03","Shark Bay 2012","Shark Bay","DHI1","Yes","no",2012-04-18,2012,"04",113.13615,-26.16291,"11:14:00","no"
"DHI12_04","Shark Bay 2012","Shark Bay","DHI1","Yes","no",2012-04-18,2012,"04",113.12553,-26.14794,"11:35:00","no"
"DHI12_05","Shark Bay 2012","Shark Bay","DHI3","Yes","no",2012-04-20,2012,"04",113.2509,-26.02169,"09:23:00","no"
"DHI12_06","Shark Bay 2012","Shark Bay","DHI2","Yes","no",2012-04-20,2012,"04",113.16386,-26.14173,"12:35:00","no"
"DHI12_07","Shark Bay 2012","Shark Bay","DHI2","Yes","no",2012-04-20,2012,"04",113.16928,-26.13787,"12:46:00","no"
"DHI12_08","Shark Bay 2012","Shark Bay","DHI2","Yes","no",2012-04-20,2012,"04",113.17413,-26.1334,"12:52:00","no"
"DHI12_09","Shark Bay 2012","Shark Bay","DHI2","Yes","no",2012-04-20,2012,"04",113.17665,-26.12727,"12:55:00","no"
"DHI12_10","Shark Bay 2012","Shark Bay","DHI2","Yes","no",2012-04-22,2012,"04",113.1799,-26.14763,"10:50:00","no"
"DHI12_12","Shark Bay 2012","Shark Bay","DHI2","Yes","no",2012-04-24,2012,"04",113.20118,-26.15842,"13:37:00","yes"
"DHI12_13","Shark Bay 2012","Shark Bay","DHI2","Yes","no",2012-04-23,2012,"04",113.17355,-26.14494,"11:30:00","yes"
"DHI12_14","Shark Bay 2012","Shark Bay","DHI2","Yes","no",2012-04-24,2012,"04",113.17454,-26.13519,"10:59:00","yes"
"DHI12_15","Shark Bay 2012","Shark Bay","DHI2","Yes","no",2012-04-25,2012,"04",113.17428,-26.11335,"11:03:00","yes"
"FNQ17_01","FNQ Jun 2017","FNQ","FNQ","Yes","no",2017-06-07,2017,"06",143.325026,-12.20639703,"09:22:00","no"
"FNQ17_02","FNQ Jun 2017","FNQ","FNQ","Yes","no",2017-06-07,2017,"06",143.310003,-12.14784902,"12:30:00","no"
"FNQ17_03","FNQ Jun 2017","FNQ","FNQ","Yes","no",2017-06-08,2017,"06",143.346454,-11.93574797,"08:34:00","yes"
"FNQ17_04","FNQ Jun 2017","FNQ","FNQ","Yes","no",2017-06-08,2017,"06",143.28398,-11.88589401,"11:16:00","yes"
"FNQ17_05","FNQ Jun 2017","FNQ","FNQ","Yes","no",2017-06-11,2017,"06",143.228991,-11.498234,"09:05:00","no"
"FNQ17_06","FNQ Jun 2017","FNQ","FNQ","Yes","no",2017-06-11,2017,"06",143.230316,-11.51628301,"11:57:00","no"
"FNQ17_07","FNQ Jun 2017","FNQ","FNQ","Yes","no",2017-06-12,2017,"06",143.094767,-11.27110496,"09:20:00","no"
"FNQ17_08","FNQ Jun 2017","FNQ","FNQ","Yes","no",2017-06-12,2017,"06",143.072387,-11.22836899,"14:05:00","yes"
"FNQ17_09","FNQ Jun 2017","FNQ","FNQ","Yes","no",2017-06-13,2017,"06",143.442813,-9.925074996,"12:20:00","no"
"FNQ17_10","FNQ Jun 2017","FNQ","FNQ","Yes","no",2017-06-13,2017,"06",143.386441,-9.922500998,"14:58:00","no"
"FNQ17_11","FNQ Jun 2017","FNQ","FNQ","Yes","no",2017-06-15,2017,"06",143.453258,-9.872243023,"08:00:00","no"
"FNQ17_12","FNQ Jun 2017","FNQ","FNQ","Yes","no",2017-06-15,2017,"06",143.444242,-9.902248979,"10:52:00","no"
"FNQ17_13","FNQ Jun 2017","FNQ","FNQ","Yes","no",2017-06-16,2017,"06",143.945407,-10.74005297,"10:28:00","no"
"FNQ17_14","FNQ Jun 2017","FNQ","FNQ","Yes","no",2017-06-16,2017,"06",143.934696,-10.70366898,"13:02:00","no"
"FNQ17_15","FNQ Jun 2017","FNQ","FNQ","Yes","no",2017-06-18,2017,"06",143.912208,-10.66671199,"07:59:00","no"
"FNQ17_16","FNQ Jun 2017","FNQ","FNQ","Yes","no",2017-06-18,2017,"06",143.919263,-10.70971602,"10:53:00","no"
"FNQP17N_01","FNQ Nov 2017","FNQ","Torres Strait/Bak Islet/Cumberland Passage","Yes","no",2017-11-28,2017,"11",143.638,-10.02519,"08:04:00","no"
"FNQP17N_02","FNQ Nov 2017","FNQ","Torres Strait/Bak Islet/Cumberland Passage","Yes","no",2017-11-28,2017,"11",143.60909,-10.0179,"10:35:00","no"
"FNQP17N_03","FNQ Nov 2017","FNQ","Torres Strait/M - Passage","Yes","no",2017-11-29,2017,"11",143.76579,-9.99852,"07:05:00","no"
"FNQP17N_04","FNQ Nov 2017","FNQ","Torres Strait/M - Passage","Yes","no",2017-11-29,2017,"11",143.72002,-10.03221,"09:49:00","no"
"FNQP17N_05","FNQ Nov 2017","FNQ","Torres Strait/SE Bak Islet","Yes","no",2017-11-30,2017,"11",143.690246,-10.25106599,"06:38:00","no"
"FNQP17N_06","FNQ Nov 2017","FNQ","Wallace Islet South","Yes","no",2017-12-01,2017,"12",143.145436,-11.59773599,"07:52:00","no"
"FNQP17N_07","FNQ Nov 2017","FNQ","Wallace Islet South","Yes","no",2017-12-01,2017,"12",143.13158,-11.54989402,"10:27:00","no"
"FNQP17N_08","FNQ Nov 2017","FNQ","East of Boydong Island","Yes","no",2017-12-02,2017,"12",143.319489,-11.56557203,"08:19:00","no"
"FNQP17N_09","FNQ Nov 2017","FNQ","East of Boydong Island","Yes","no",2017-12-02,2017,"12",143.234589,-11.52631598,"10:59:00","no"
"FNQP17N_10","FNQ Nov 2017","FNQ","Near Saunders Island","Yes","no",2017-12-03,2017,"12",143.12346,-11.65481097,"08:00:00","no"
"FNQP17N_11","FNQ Nov 2017","FNQ","Near Saunders Island","Yes","no",2017-12-03,2017,"12",143.082159,-11.59180496,"10:44:00","no"
"FNQP17N_12","FNQ Nov 2017","FNQ","Between Nomad and Kay Reefs","Yes","no",2017-12-04,2017,"12",143.297249,-12.191967,"08:34:00","no"
"FNQP17N_13","FNQ Nov 2017","FNQ","Between Nomad and Kay Reefs","Yes","no",2017-12-04,2017,"12",143.312501,-12.17022602,"11:14:00","no"
"FNQP17N_14","FNQ Nov 2017","FNQ","Between Nomad and Kay Reefs","Yes","no",2017-12-05,2017,"12",143.334942,-12.20174197,"07:37:00","no"
"FNQP17N_15","FNQ Nov 2017","FNQ","Between Nomad and Laurel Reefs","Yes","no",2017-12-05,2017,"12",143.312547,-12.15626696,"10:19:00","no"
"FNQP17N_16","FNQ Nov 2017","FNQ","Between Ogilvie and Cay Reefs","Yes","no",2017-12-06,2017,"12",143.891231,-13.47663598,"08:04:00","no"
"FNQP17N_17","FNQ Nov 2017","FNQ","Between Ogilvie and Cay Reefs","Yes","no",2017-12-06,2017,"12",143.924295,-13.47229701,"10:40:00","yes"
"FPP13_01","French Polynesia 2013","French Polynesia","MARUTEA NORTH-EAST",NA,"no",2013-06-06,2013,"06",-135.657222222222,-21.5180555555556,"08:35:00","no"
"FPP13_02","French Polynesia 2013","French Polynesia","MARUTEA SUD",NA,"no",2013-06-07,2013,"06",-133.601111111111,-21.7227777777778,"09:16:00","yes"
"FPP13_03","French Polynesia 2013","French Polynesia","MARIA-EAST EAST",NA,"no",2013-06-08,2013,"06",-136.143333333333,-22.2236111111111,"08:33:00","yes"
"FPP13_04","French Polynesia 2013","French Polynesia","MATUREIVAVAO EAST",NA,"no",2013-06-09,2013,"06",-136.3975,-21.5919444444444,"09:45:00","yes"
"FPP13_05","French Polynesia 2013","French Polynesia","TENARUGA EAST",NA,"no",2013-06-10,2013,"06",-136.6625,-21.5061111111111,"08:45:00","no"
"FPP13_06","French Polynesia 2013","French Polynesia","VAHAGA NORTH",NA,"no",2013-06-11,2013,"06",-137.13,-21.5480555555556,"08:57:00","yes"
"FPP13_07","French Polynesia 2013","French Polynesia","TUREIA NORTHWEST",NA,"no",2013-06-12,2013,"06",-138.71,-20.8630555555556,"09:27:00","yes"
"FPP13_08","French Polynesia 2013","French Polynesia","AHUNUI NORTHWEST",NA,"no",2013-06-13,2013,"06",-140.510555555556,-19.6763888888889,"09:10:00","no"
"FPP13_09","French Polynesia 2013","French Polynesia","PARAOA NORTHWEST",NA,"no",2013-06-14,2013,"06",-140.743333333333,-19.3086111111111,"09:11:00","yes"
"FPP13_10","French Polynesia 2013","French Polynesia","NENGO NENGO NORTH WEST",NA,"no",2013-06-15,2013,"06",-141.878055555556,-18.7991666666667,"08:44:00","yes"
"GAM13_01","Gambier 2013","Tonga","Gambier","Yes","no",2013-06-06,2013,"06",-135.654333,-21.525,"08:35:00","no"
"GAM13_02","Gambier 2013","Tonga","Gambier","Yes","no",2013-06-07,2013,"06",-135.55307,-21.5917,"09:16:00","yes"
"GAM13_03","Gambier 2013","Tonga","Gambier","Yes","no",2013-06-08,2013,"06",-136.1483,-22.003333,"08:33:00","yes"
"GAM13_04","Gambier 2013","Tonga","Gambier","Yes","no",2013-06-09,2013,"06",-136.344183,-21.4623,"09:45:00","yes"
"GAM13_05","Gambier 2013","Tonga","Gambier","Yes","no",2013-06-10,2013,"06",-136.504967,-21.325567,"08:45:00","no"
"GAM13_06","Gambier 2013","Tonga","Gambier","Yes","no",2013-06-11,2013,"06",-136.651667,-21.3122,"08:57:00","yes"
"GAM13_07","Gambier 2013","Tonga","Gambier","Yes","no",2013-06-12,2013,"06",-138.573679,-20.782754,"09:30:00","yes"
"GAM13_08","Gambier 2013","Tonga","Gambier","Yes","no",2013-06-13,2013,"06",-140.4223,-19.604583,"09:10:00","no"
"GAM13_09","Gambier 2013","Tonga","Gambier","Yes","no",2013-06-14,2013,"06",-140.732667,-19.112517,"09:11:00","yes"
"GAM13_10","Gambier 2013","Tonga","Gambier","Yes","no",2013-06-15,2013,"06",-141.87305,-18.71655,"08:28:00","no"
"GCT18_01","Gracetown 2018","Gracetown","Gracetown","Yes","no",2018-05-21,2018,"05",114.74237,-34.10650296,"07:33:00","yes"
"GCT18_02","Gracetown 2018","Gracetown","Gracetown","Yes","no",2018-05-21,2018,"05",114.743624,-34.06917097,"07:56:00","yes"
"GCT18_03","Gracetown 2018","Gracetown","Gracetown","Yes","no",2018-05-21,2018,"05",114.77324,-34.06887903,"10:33:00","yes"
"GCT18_04","Gracetown 2018","Gracetown","Gracetown","Yes","no",2018-05-21,2018,"05",114.773454,-34.10470999,"10:48:00","yes"
"GCT18_05","Gracetown 2018","Gracetown","Gracetown","Yes","no",2018-05-21,2018,"05",114.808569,-34.12456596,"13:27:00","no"
"GCT18_06","Gracetown 2018","Gracetown","Gracetown","Yes","no",2018-05-21,2018,"05",114.802401,-34.07060402,"13:56:00","yes"
"GCT18_07","Gracetown 2018","Gracetown","Gracetown","Yes","no",2018-05-22,2018,"05",114.751948,-33.98819298,"07:14:00","no"
"GCT18_08","Gracetown 2018","Gracetown","Gracetown","Yes","no",2018-05-22,2018,"05",114.77423,-33.98831796,"07:33:00","no"
"GCT18_09","Gracetown 2018","Gracetown","Gracetown","Yes","no",2018-05-22,2018,"05",114.839374,-34.08836997,"10:12:00","yes"
"GCT18_10","Gracetown 2018","Gracetown","Gracetown","Yes","no",2018-05-22,2018,"05",114.883836,-34.06976701,"10:35:00","no"
"GCT18_11","Gracetown 2018","Gracetown","Gracetown","Yes","no",2018-06-01,2018,"06",114.855891,-34.03446796,"08:01:00","no"
"GCT18_12","Gracetown 2018","Gracetown","Gracetown","Yes","no",2018-06-01,2018,"06",114.892879,-33.97278001,"08:26:00","yes"
"GCT18_13","Gracetown 2018","Gracetown","Gracetown","Yes","no",2018-06-01,2018,"06",114.626461,-33.927765,"11:34:00","no"
"GCT18_14","Gracetown 2018","Gracetown","Gracetown","Yes","no",2018-06-01,2018,"06",114.699853,-33.87279698,"12:02:00","no"
"GCT18_15","Gracetown 2018","Gracetown","Gracetown","Yes","no",2018-06-02,2018,"06",114.677308,-34.05103303,"07:40:00","yes"
"GCT18_16","Gracetown 2018","Gracetown","Gracetown","Yes","no",2018-06-02,2018,"06",114.653937,-34.00712804,"08:05:00","yes"
"GCT18_17","Gracetown 2018","Gracetown","Gracetown","Yes","no",2018-06-02,2018,"06",114.691304,-33.970276,"11:10:00","yes"
"GCT18_18","Gracetown 2018","Gracetown","Gracetown","Yes","no",2018-06-02,2018,"06",114.754671,-33.94429699,"11:34:00","yes"
"GCT18_19","Gracetown 2018","Gracetown","Gracetown","Yes","no",2018-06-02,2018,"06",114.753284,-33.910422,"14:19:00","no"
"GCT18_20","Gracetown 2018","Gracetown","Gracetown","Yes","no",2018-06-02,2018,"06",114.7906,-33.89111403,"14:33:00","yes"
"GCT19_01","Gracetown 2019","Gracetown","Gracetown","Yes","no",2019-02-28,2019,"02",114.859167030081,-34.1285310219973,"06:50:00","no"
"GCT19_02","Gracetown 2019","Gracetown","Gracetown","Yes","no",2019-02-28,2019,"02",114.847207982093,-34.0858940407633,"07:09:00","no"
"GCT19_03","Gracetown 2019","Gracetown","Gracetown","Yes","no",2019-02-28,2019,"02",114.880612967535,-34.0860480163246,"09:34:00","yes"
"GCT19_04","Gracetown 2019","Gracetown","Gracetown","Yes","no",2019-02-28,2019,"02",114.866528017446,-34.06932502985,"09:46:00","yes"
"GCT19_05","Gracetown 2019","Gracetown","Gracetown","Yes","no",2019-03-02,2019,"03",114.705564966425,-34.1259300336241,"07:11:00","yes"
"GCT19_06","Gracetown 2019","Gracetown","Gracetown","Yes","no",2019-03-02,2019,"03",114.68426101841,-34.1095340251922,"07:29:00","no"
"GCT19_07","Gracetown 2019","Gracetown","Gracetown","Yes","no",2019-03-02,2019,"03",114.651262974366,-34.1098330076783,"09:54:00","yes"
"GCT19_08","Gracetown 2019","Gracetown","Gracetown","Yes","no",2019-03-02,2019,"03",114.676051028072,-34.0726689901202,"10:09:00","yes"
"GCT19_09","Gracetown 2019","Gracetown","Gracetown","Yes","no",2019-03-02,2019,"03",114.717901032418,-34.0837330184876,"12:30:00","yes"
"GCT19_10","Gracetown 2019","Gracetown","Gracetown","Yes","no",2019-03-02,2019,"03",114.750250987708,-34.0841380320489,"12:45:00","no"
"GCT19_11","Gracetown 2019","Gracetown","Gracetown","Yes","no",2019-03-03,2019,"03",114.751804992556,-34.028205005452,"06:22:00","no"
"GCT19_12","Gracetown 2019","Gracetown","Gracetown","Yes","no",2019-03-03,2019,"03",114.755047028884,-33.9774039667099,"06:45:00","yes"
