ID lat_in lon_in mean_median_size STD CV median_median_size String_Number
"1" -5.41431208545454 72.3777510590616 0.0147592564883749 0.0232206594276001 1.57329466060094 0.0032742862664082 4
"2" -5.67914409486486 71.3645987762162 0.00520195608676101 0.00144774295086128 0.278307414886832 0.00520195608676101 2
"3" -7.13182858771552 72.2030696539224 0.177660295305691 0.250694690051446 1.41109013479961 0.177660295305691 2
"4" -5.40762230903272 72.3508403531294 0.00647535763403579 0.00329836977638258 0.509372603459874 0.00572285092337201 4
"5" -6.31766368777778 72.1754451877778 1.95107021876785 2.37549977309118 1.21753679095741 1.48552716842021 4
"6" -7.17352071941748 72.1049688339806 8.01404093177791 14.0143099543892 1.74871953783248 1.55092751996025 4
"7" -6.60124490196078 71.340272745098 0.0160683889372498 0.0223659769281266 1.39192404512177 0.00525385073320692 4
"8" -6.62761337820513 71.4015703717949 0.0495876070537934 0 0 0.0495876070537934 2
"9" -5.53405298245614 71.9817919298246 0.00474119966927685 0.00209935092541782 0.442788971538511 0.00474119966927685 2
"10" -5.51434049707581 71.9445262371119 0.0624352907599279 0.0599222172971617 0.959749150966088 0.0495876070537934 4
"11" -20.0905667368947 115.671780572556 0.0544980564608964 0.102743215293668 1.88526384179202 0.00398885705713797 4
"12" -20.2329502220561 115.758922691589 0.000779819919839488 NA NA 0.000779819919839488 1
"13" -19.8355683313889 115.817284975694 2.80158599274181 3.30734531815122 1.18052607584408 2.22201033140934 4
"14" -20.4888290329786 115.145064553526 0.0433877471423615 0.100000658248413 2.3048133363619 0.00270478951404801 6
"15" -20.1658749289976 115.44849479952 0.070260719077968 0.15227839362338 2.16733326418703 0.0019124906165098 5
"16" -19.8208852730932 115.574436381356 0.0115703711272409 0.00806570070332239 0.697099567042646 0.00798746198542634 4
"17" -19.6678711409759 115.324797611446 0.149395664840704 0.356568121852671 2.38673673853165 0.00340576344807091 6
"18" -20.2959223422222 115.047637754902 0.411269505708271 0.815773811248858 1.98355044545296 0.0038499848341802 4
"19" -20.0483347373117 115.00299144904 0.00405466433614806 0.00357834553859967 0.882525714076523 0.0030329857386058 6
"20" -21.841575839273 113.802077150709 0.0213982779287337 0.0417224450599285 1.94980386734315 0.000700104493450847 4
"21" -21.5864760824742 114.21508371134 0.0996375869157192 0.16541381373715 1.66015475542447 0.00760288075045717 3
"22" -21.9306399867568 113.766861301455 0.00734088853530763 0.0137828543530688 1.8775457884665 0.000590856694337662 4
"23" -21.7624657133333 113.833547508333 0.0249098363424772 0.0331128455364745 1.3293080324261 0.0120562212871649 4
"24" -22.0301698564593 113.754951674641 0.000187283869994284 0.000197805292603992 1.05617901109171 0.000118927507775616 4
"25" -21.6660284797619 114.137644595238 0.0495402869319479 NA NA 0.0495402869319479 1
"26" -20.0567739130435 116.630039440994 1.13285672443893 2.09162763030086 1.84633024210257 0.131883395769075 4
"27" -20.0636105906314 116.64913401222 0.00231362600504167 0.000782799672334267 0.338343219962281 0.00224096429849522 4
"28" -20.1421156626506 116.422521686747 0.967490603038372 1.48094890484425 1.53071140969574 0.37028510338852 4
"29" -20.1221631992603 116.426619001387 0.000708675783058201 0.00031263165943459 0.441149065494333 0.000633751956054607 3
"30" -20.0864486631016 116.651804812834 0.00345690073805462 NA NA 0.00345690073805462 1
"31" -20.1205594594595 116.458 0.00213805347325026 NA NA 0.00213805347325026 1
"32" -20.1300434146341 116.436619512195 0.00317395634554135 NA NA 0.00317395634554135 1
"33" -8.24339857142857 -14.3626197959184 0.00100566045468696 0.000443843449719267 0.441345235015156 0.000892578403404965 3
"34" -7.92287321428571 -14.44238 2.0650766360298 NA NA 2.0650766360298 1
"35" -8.83227834782609 -11.08132 0.000240856243994576 4.59165061149971e-05 0.190638637194853 0.000240856243994576 2
"36" -8.43839692307692 -12.9618536538462 0.000854288430662842 0.0004805041913895 0.562461311827291 0.000854288430662842 2
"37" -8.43473761904762 -17.150999047619 0.0783676835700553 0.125116118623398 1.59652694738071 0.0120152327248682 3
"38" -8.437572 -16.9693 0.000313418490595089 NA NA 0.000313418490595089 1
"39" -9.73927938547486 -12.828853575419 3.36577542755873 5.57412367663697 1.6561187151693 0.296341891646009 3
"40" -9.7355602745098 -12.8106971764706 23.6750731746582 17.9473192776266 0.758068164994626 17.2815680405713 3
"41" -9.76072992307692 -12.0581916153846 9.63979938915867 8.05027759991112 0.83510841615281 5.73046007245842 3
"42" -7.08489458333333 -11.170571875 0.000417494945186272 0.000113683368220164 0.272298789556465 0.000417494945186272 2
"43" -9.67496432098765 -15.2248083950617 0.0011273955242429 0.000515322475920784 0.457091113845645 0.0011273955242429 2
"44" -7.81267833333333 -14.3813213888889 0.000538166883053774 NA NA 0.000538166883053774 1
"45" -8.43857235294118 -17.1177558823529 0.623705983968561 0.879060342604992 1.40941463638307 0.623705983968561 2
"46" -7.85837727272727 -14.4034854545455 1.15866159225228 NA NA 1.15866159225228 1
"47" -9.7546982278481 -12.1172306329114 24.0295003507518 20.5597026691868 0.855602587198345 33.3272082137403 3
"48" -10.8637478571429 -13.0620314285714 0.000550602840390232 9.69406147017373e-05 0.176062685461324 0.000550602840390232 2
"49" -8.4364821875 -16.9263465625 0.0108369784683409 0.0186291478054857 1.71903523292113 9.78349967143894e-05 3
"50" -10.0637123529412 -13.7531129411765 0.000155973119995004 NA NA 0.000155973119995004 1
"51" -7.67530071428571 -14.3909485714286 0.000145191286817245 NA NA 0.000145191286817245 1
"52" -9.7638603125 -11.93749625 4.10055362780055 5.79896156152144 1.41418990894454 4.10055362780055 2
"53" -8.31981688888889 -14.7941668888889 0.000143374614973299 8.19827098537306e-05 0.571807707166282 0.000143374614973299 2
"54" -7.93941594594595 -14.4884108108108 0.000333913661979948 NA NA 0.000333913661979948 1
"55" -9.73568652173913 -12.9873543478261 6.12851916478456 10.6144434868308 1.73197524580213 0.000425148963434833 3
"56" -7.99336587044534 -14.3508046963563 4.91304247736991 2.12782870046917 0.43309796531787 4.91304247736991 2
"57" -7.46253319148936 -14.4073104255319 0.000679207384245325 NA NA 0.000679207384245325 1
"58" -9.74747831210191 -12.5482785987261 16.2659340002129 2.8900150635466 0.177672863022116 16.2659340002129 2
"59" -9.744575625 -12.565270625 0.000399320160313301 0.000341018602194365 0.853997959749406 0.000446772385075467 3
"60" -6.0813248 -11.6954192 0.0130616877634244 0.0166568405041292 1.27524411896998 0.0130616877634244 2
"61" -9.58167727272727 -16.4058754545455 0.000507724265484545 NA NA 0.000507724265484545 1
"62" -7.93635538461538 -12.0646823076923 0.00138667171663024 NA NA 0.00138667171663024 1
"63" -8.96098634146341 -13.6163551219512 0.0019089132031781 NA NA 0.0019089132031781 1
"64" -7.93984991304348 -14.1103897391304 9.67237644973263e-05 2.10969645054855e-05 0.21811562665211 9.8189659464122e-05 3
"65" -7.02502705882353 -17.101345 0.00026552356367451 2.97239982676995e-05 0.11194486039716 0.00026552356367451 2
"66" -6.54861727272727 -15.6083427272727 0.0014036398756676 0.00196515054677007 1.4000389849536 0.0014036398756676 2
"67" -8.43470285714286 -16.7044842857143 0.0191552197304779 NA NA 0.0191552197304779 1
"68" -7.93516142857143 -14.6759838095238 7.67337481010077e-05 NA NA 7.67337481010077e-05 1
"69" -7.472208 -11.8653393333333 0.000123693648058548 1.97664956757598e-05 0.159802026910903 0.000123693648058548 2
"70" -7.937264 -11.165836 0.00141320575847508 NA NA 0.00141320575847508 1
"71" -4.89344864864865 -13.3080456756757 0.000328152948616609 NA NA 0.000328152948616609 1
