ID lat_in lon_in beta_slope inf_CI sup_CI number_of_BRUVS
"291" -21.7896343414875 114.1407078475 -1.15958773152521 -1.18158773152521 -1.13758773152521 15
"292" -26.2778167972614 113.260008064315 -0.920612301595376 -0.947612301595377 -0.892612301595378 9
"293" -26.0773485284741 113.152729722963 -1.00311526545967 -1.03011526545967 -0.976115265459669 8
"294" -25.9515264701456 113.063210956311 -1.11838835987443 -1.14238835987443 -1.09538835987443 10
"295" -13.9420388920946 125.637852914022 -1.10395448454273 -1.11795448454273 -1.08995448454273 18
"296" -14.0902076865109 125.72513933685 -1.0904797019558 -1.1054797019558 -1.0754797019558 19
"297" -13.8887591715976 125.747726331361 -1.12250662481761 -1.1465066248176 -1.0985066248176 17
"298" -14.1631314285714 125.762846761905 -1.08878423440888 -1.10678423440888 -1.07078423440888 19
"299" -13.8929445967742 125.80323766129 -1.07748684658808 -1.09348684658808 -1.06148684658808 20
"300" -13.8346642259414 125.831076359833 -1.05113404923458 -1.07013404923458 -1.03213404923458 17
"301" 19.0423791734007 38.0269202310017 -1.11373483250034 -1.13173483250035 -1.09573483250034 7
"302" 19.2261712329073 38.0007180266854 -1.07175537446682 -1.10375537446681 -1.03975537446681 6
"303" 19.217329999458 37.8065535795218 -1.03299182909345 -1.05799182909345 -1.00799182909345 5
"304" 18.961155609554 37.6942502334389 -1.16391854440727 -1.19391854440727 -1.13391854440727 6
"305" 18.5175035136225 38.6669394669113 -1.12336479057301 -1.14236479057301 -1.10436479057301 6
"306" 18.8738405450099 37.4511081422544 -0.992979683176025 -1.01297968317602 -0.972979683176025 10
"307" 18.8834642575314 37.417529675523 -1.04341330605775 -1.11641330605774 -0.971413306057745 1
"308" 18.8708838885377 37.7506902028302 -0.88459072010624 -0.948590720106239 -0.819590720106238 5
"309" 20.1032831247709 37.3408342022251 -1.07034478963289 -1.08934478963289 -1.05134478963289 10
"310" 20.8460839409948 37.2716494456544 -1.13622788370304 -1.17022788370303 -1.10222788370304 6
"311" 18.7342031865011 38.4912829921523 -1.06213336233395 -1.08713336233395 -1.03713336233395 6
"312" 19.1339203639201 37.6169584074047 -1.26257886821986 -1.30257886821985 -1.22357886821985 6
"313" 19.3002557612457 37.700460349481 -1.15018563591449 -1.20318563591449 -1.09818563591449 6
"314" 18.6837768353957 37.7507209604317 -0.72329603162207 -0.792296031622069 -0.652296031622068 5
"315" 19.6338204379903 37.2837874137772 -1.0364941224395 -1.07849412243949 -0.994494122439495 5
"316" 21.2007780532787 37.2170583703415 -1.03350874522592 -1.06250874522592 -1.00450874522592 5
"317" 19.7284285833865 37.4979779014343 -0.992670035300532 -1.04667003530053 -0.938670035300529 6
"318" 19.1535556800284 37.9802354337589 -1.07373414462757 -1.10573414462757 -1.04173414462757 7
"319" 19.4513040988153 37.4211748004878 -1.12956711268427 -1.17556711268427 -1.08456711268427 5
"320" 19.2114387012336 37.6673399490464 -1.09566451409149 -1.12066451409149 -1.07166451409149 6
"321" 20.9335712158294 37.1839126376303 -1.15182257297692 -1.21282257297692 -1.09182257297692 3
"322" 19.5169268712943 37.31684952797 -1.16911871673539 -1.19811871673539 -1.1411187167354 6
"323" 20.7503484232026 37.2340594706373 -0.845836997786468 -0.884836997786465 -0.806836997786466 6
"324" 21.2170492503137 37.2170795640392 -1.03755405279166 -1.06855405279165 -1.00755405279165 6
"325" 19.6338611282069 37.2837311282069 -0.823531616665735 -0.908531616665737 -0.736531616665737 1
"326" 20.3349459316162 37.3168320989899 -1.05192859712393 -1.09292859712393 -1.01092859712393 3
"327" 18.7378357191803 37.7503919672131 -1.0230187030664 -1.1230187030664 -0.924018703066402 5
"328" 20.93355024 37.1838966036364 -1.01512598841742 -1.14212598841742 -0.888125988417425 1
"329" 20.3338134858896 37.3168470785276 -1.06814272974351 -1.13414272974351 -1.00314272974351 2
"330" 18.4465340799373 38.4378081350784 -1.02647573849468 -1.07447573849468 -0.978475738494677 6
"331" 21.7506867716437 36.883913475872 -0.668795924193631 -0.707795924193629 -0.62979592419363 5
"332" 20.5839622435666 37.3337104500512 -1.2275498380132 -1.2655498380132 -1.1895498380132 5
"333" 18.817523527883 38.1339701406407 -1.09383397455659 -1.13883397455659 -1.04883397455659 5
"334" 21.0004498676471 37.3005176397059 -1.05924827339082 -1.13524827339082 -0.984248273390822 2
"335" 18.4543387328281 38.4340204183258 -0.986336460036818 -1.02033646003682 -0.952336460036818 6
"336" 21.000486754717 37.3005283773585 -0.732693715260882 -0.890693715260884 -0.566693715260882 1
"337" 21.7668390792308 36.8838309207692 -0.877693434694694 -0.986693434694693 -0.766693434694695 1
"338" 21.2008477358491 37.2170505056604 -0.924071015926392 -1.05907101592639 -0.78707101592639 1
"339" 21.5001893037475 36.9669474263708 -0.928810137910718 -0.969810137910716 -0.886810137910715 5
"340" 21.7667668675444 36.8838405584911 -1.06264500435382 -1.10964500435382 -1.01564500435381 4
"341" 18.8173463588636 38.1337860729545 -1.02664922498955 -1.16864922498955 -0.885649224989546 1
"342" -12.1968134661199 123.130554752366 -1.01806180320108 -1.03006180320108 -1.00606180320108 16
"343" -12.2368022527948 122.995116996361 -1.09619853952238 -1.11119853952238 -1.08119853952238 18
"344" -12.2483443855566 123.151704319569 -1.08066854195011 -1.09666854195011 -1.06466854195011 15
"345" -12.2928871094449 123.021486011454 -1.0968382519117 -1.1128382519117 -1.0808382519117 11
"346" -12.2234245928102 122.985872023462 -1.03103333822174 -1.04203333822174 -1.02103333822173 17
"347" -12.237976133931 123.004454628955 -1.16458264738691 -1.18258264738691 -1.14658264738691 19
"348" -12.2578160435196 122.948437656735 -1.03352262040363 -1.04452262040363 -1.02252262040363 10
"349" -12.2264933096935 123.012961725415 -1.04127420986436 -1.05727420986436 -1.02527420986436 19
"350" 18.7501259977528 37.7502953101124 -1.06409259754177 -1.10309259754176 -1.02509259754176 6
"351" 18.9668082833099 37.7002503028169 -0.759382605163823 -0.847382605163823 -0.668382605163821 3
"352" 18.7341426388184 37.7503963285303 -0.980963879674076 -1.02296387967407 -0.938963879674073 4
"353" 21.2007832459459 37.2170975702162 -1.04983993386055 -1.08983993386055 -1.00983993386055 5
"354" 19.933728833137 37.4001826206116 -1.19328495026409 -1.22228495026409 -1.16528495026409 6
"355" 20.2175284982037 37.3008091768034 -1.1842212718437 -1.2212212718437 -1.1472212718437 6
"356" 19.3002540054348 37.7004626413043 -1.04347142334268 -1.08247142334268 -1.00447142334268 6
"357" 18.6921127099605 37.7505787075099 -0.861866030367014 -0.929866030367013 -0.792866030367016 5
"358" 19.2002398064993 38.0008038833087 -1.14116111160118 -1.17416111160119 -1.10816111160118 6
"359" 19.1370074308178 37.6008826728972 -1.03688695091092 -1.07988695091092 -0.993886950910923 4
"360" 19.5170034823901 37.3174873807418 -1.16447664480308 -1.20147664480308 -1.12847664480308 4
"361" 20.8342047190966 37.2834694979128 -0.87083433293202 -0.927834332932019 -0.81283433293202 4
"362" 19.2338859469417 37.7006172731152 -1.14558003065792 -1.17958003065792 -1.11158003065792 6
"363" 21.0335610299512 37.3345905078049 -1.11598446333255 -1.18198446333255 -1.05098446333255 4
"364" 18.8675910234454 37.7508303501401 -1.08149859404765 -1.12749859404765 -1.03649859404765 6
"365" 18.7340630024031 38.488052519845 -0.838572646094424 -0.916572646094423 -0.758572646094422 4
"366" 18.7984954912639 38.1669224196009 -1.17911639463785 -1.21411639463784 -1.14511639463785 6
"367" 19.134243427 37.6168835618889 -1.10482801877807 -1.20682801877807 -1.00482801877806 2
"368" 18.7338949761644 38.5000136986301 -1.13624243485968 -1.25524243485968 -1.02024243485968 2
"369" 19.200897302521 37.6672919748109 -1.19386971934905 -1.22886971934905 -1.15986971934905 6
"370" 20.3338079401116 37.316885443817 -1.07095287440849 -1.11195287440849 -1.02995287440849 6
"371" 20.8841696625 37.2334204479348 -1.01668022162585 -1.07768022162585 -0.956680221625852 5
"372" 21.5004174708249 36.9673214737827 -1.25774793519789 -1.29574793519789 -1.21974793519789 6
"373" 21.000475155 37.30077974 -1.17196468007677 -1.23196468007677 -1.11296468007677 4
"374" 18.4340834061765 38.4501649754902 -1.07036295435412 -1.13736295435412 -1.00436295435412 4
"375" 21.7508763809524 36.8835111615238 -0.944192919636215 -0.998192919636214 -0.889192919636216 5
"376" 18.5416593324793 38.4341878944628 -1.07264574995078 -1.15264574995078 -0.99364574995078 2
"377" 18.7341882700682 38.4893691003138 -1.17924572434336 -1.21524572434336 -1.14424572434336 4
"378" 19.9220829382002 37.4006036746872 -1.10631060534853 -1.12231060534852 -1.09031060534852 9
"379" 18.6841178771311 37.75055 -1.01534018957692 -1.09734018957692 -0.933340189576917 1
"380" 20.9273489148733 37.273656087357 -0.989868406592456 -1.01086840659246 -0.968868406592456 12
"381" 18.6837843172 37.7506243866667 -0.996780917706784 -1.11178091770678 -0.880780917706783 2
"382" 19.2009623793103 37.9756981606466 -0.946724187035798 -0.997724187035796 -0.895724187035796 2
"383" 20.8366010976934 37.2244926361465 -1.09059809049548 -1.11859809049548 -1.06259809049548 11
"384" 18.4657891959569 38.4338880168733 -1.13622897418718 -1.18022897418718 -1.09222897418718 4
"385" 20.9335359514483 37.1909460962759 -0.934818008902546 -1.01581800890255 -0.852818008902545 6
"386" 19.4971479269286 37.5057992819464 -1.00902371270841 -1.04402371270841 -0.974023712708409 5
"387" 18.8825771601875 37.75042935 -1.105798683229 -1.169798683229 -1.042798683229 5
"388" 18.450629973545 38.4340449251323 -0.976089928939025 -1.01608992893902 -0.936089928939026 5
"389" 19.6337340448657 37.2837733955224 -0.990865870957243 -1.03486587095724 -0.945865870957242 4
"390" 20.5840147585862 37.3340231387931 -1.17133146158742 -1.20333146158742 -1.13933146158742 6
"391" 18.7501930135593 37.7502885220339 -0.928763376807175 -0.987763376807177 -0.868763376807177 2
"392" 19.2338866943777 37.7006391759657 -1.07113346619887 -1.13513346619887 -1.00713346619887 2
"393" 18.8672721691964 37.4671921602679 -0.943097643193543 -1.01109764319354 -0.875097643193541 2
"394" 18.8837040025862 37.4334170887931 -0.89360921774839 -0.97060921774839 -0.814609217748391 2
"395" 19.137236333418 37.6103193110854 -0.961899087214394 -1.00089908721439 -0.922899087214393 6
"396" 21.5003386995305 36.9672749944601 -1.05412100817723 -1.08312100817723 -1.02512100817723 6
"397" 20.1832567868564 37.2997816481752 -1.07108693350264 -1.09308693350264 -1.04908693350264 7
"398" 18.8004021247637 38.1507188090737 -1.07774402061429 -1.11174402061429 -1.04474402061429 4
"399" 18.9174320510497 37.7008205745856 -0.586913745541378 -0.681913745541376 -0.487913745541377 2
"400" 19.26568525 37.8039628017241 -1.01873888238621 -1.07173888238621 -0.965738882386212 3
"401" 21.2109107804608 37.2171398351613 -0.982374978511614 -1.04437497851162 -0.920374978511614 4
"402" 19.2071435219048 37.6673170694286 -0.97791556507806 -1.06191556507806 -0.893915565078061 2
"403" 19.5172833359664 37.3173912771429 -0.800080571870604 -0.892080571870604 -0.705080571870607 2
"404" 21.7667211400374 36.8838447029533 -1.2193070817576 -1.25230708175761 -1.18730708175761 5
"405" 19.2002477714286 38.0007607428571 -1.10644185971595 -1.29844185971595 -0.918441859715951 1
"406" 19.3000920352423 37.7004096211454 -1.13624958608264 -1.20024958608264 -1.07324958608264 2
"407" 18.9672274248 37.7000384533333 -1.04049248283387 -1.15249248283387 -0.929492482833869 1
"408" -7.24688905033074 72.4431462582686 -1.05963488788425 -1.07763488788425 -1.04163488788425 10
"409" -7.39113337390351 72.4452913669591 -1.1144618682455 -1.13346186824549 -1.09646186824549 10
"410" -7.37971680733945 72.4604819266055 -1.02529045201002 -1.11929045201002 -0.931290452010018 1
"411" -6.64462834418949 71.3423023488774 -1.05883348721194 -1.07283348721193 -1.04483348721194 16
"412" -5.36927537922078 71.9657175815296 -1.04027765172897 -1.05427765172897 -1.02627765172897 8
"413" -5.43157186405724 71.7594477167509 -1.02883259757499 -1.04083259757499 -1.01683259757499 18
"414" -5.4379419761236 71.8231335627341 -1.03144377730125 -1.04344377730125 -1.01944377730125 20
"415" -5.29647771731449 71.9679451413428 -1.02951046801057 -1.04051046801057 -1.01851046801057 18
"416" -5.29951527120908 71.9754956513026 -1.0436198397338 -1.0576198397338 -1.0306198397338 7
"417" -7.35939801194743 72.4434283751493 -1.20836878179179 -1.23736878179179 -1.18036878179179 5
"418" -7.38923234 72.4626221666667 -0.794158102201274 -0.943158102201274 -0.642158102201272 2
"419" -7.33562854665542 72.4574670095559 -1.1384308288132 -1.1574308288132 -1.1204308288132 11
"420" -7.41191218707483 72.4304563038549 -1.04485092209743 -1.08285092209744 -1.00685092209743 7
"421" -5.31017417118437 72.2506823345543 -1.06487218044776 -1.07587218044776 -1.05387218044777 20
"422" -5.33607076473234 72.2309504003599 -0.910338046307191 -0.929338046307191 -0.890338046307193 17
"423" -6.16275868137596 71.5349658252259 -1.1061637197558 -1.1121637197558 -1.1001637197558 14
"424" -5.3249892625 72.2417246875 -0.971032298989006 -0.991032298989005 -0.951032298989006 18
"425" -5.43605300271739 71.7552643240489 -1.01211922564558 -1.02111922564558 -1.00311922564558 7
"426" -5.40119838105727 71.9094026284875 -1.03486812534632 -1.04286812534632 -1.02686812534632 17
"427" -5.43705239554318 71.8236994846797 -1.08982421654901 -1.10082421654901 -1.07882421654901 18
"428" -5.30663238426821 71.9734737859445 -1.11849157429301 -1.12449157429301 -1.11249157429301 14
"429" -6.18891391147245 71.3398830201747 -0.966694592132338 -0.975694592132339 -0.957694592132338 16
"430" -5.31772344036697 72.242391983945 -1.06816822792875 -1.08516822792875 -1.05116822792875 17
"431" -5.29911166773779 71.9678803084833 -1.09137754096006 -1.09937754096006 -1.08337754096006 19
"432" -5.43912952680344 71.7635698941099 -1.08577681260123 -1.09377681260123 -1.07777681260123 18
"433" -5.28865910701107 71.9745138868389 -1.14934534255224 -1.15834534255224 -1.14034534255224 9
"434" -6.64256751937984 71.3471746434109 -0.978773842886716 -0.992773842886717 -0.964773842886718 13
"435" -6.64026018678161 71.3359369109195 -1.04549614347165 -1.06449614347165 -1.02649614347165 8
"436" -5.25314194726166 71.8001586663286 -1.03553828872897 -1.04553828872896 -1.02553828872896 16
"437" -17.1050912002861 119.656338675588 -1.11765713095104 -1.13165713095104 -1.10365713095104 16
"438" -17.3425161125184 119.383884128925 -1.15575877195369 -1.17175877195369 -1.13975877195369 19
"439" -17.0372109109852 119.621880945455 -1.09497205354936 -1.10797205354935 -1.08197205354935 17
"440" -17.2766107010629 119.372896864064 -1.14105237041217 -1.15605237041218 -1.12605237041218 11
"441" -12.2191604779412 123.007196599265 -1.13920827417377 -1.14920827417377 -1.12920827417377 19
"442" -12.2009557082107 123.12955027805 -1.09180906721631 -1.10180906721631 -1.08180906721631 19
"443" -12.2784159324943 123.004999113272 -1.04595733649212 -1.05395733649211 -1.03795733649212 19
"444" -12.1975504125737 123.02614848723 -1.06556704122196 -1.07656704122196 -1.05456704122196 18
"445" -12.2936066159696 123.099944942966 -1.08060954440083 -1.09360954440082 -1.06760954440082 20
"446" -12.2280441563322 122.95919485156 -1.1121251106444 -1.1211251106444 -1.1031251106444 17
"447" -12.0917408083436 96.874541548055 -0.925490060514623 -0.937490060514623 -0.913490060514622 15
"448" -12.1148148508243 96.8772243241958 -1.09555818214536 -1.10955818214536 -1.08155818214536 12
"449" -12.0954522118367 96.8569011157421 -1.01669687644216 -1.03469687644216 -0.998696876442157 17
"450" -12.1333000512725 96.8631881182593 -0.99990871602211 -1.01490871602211 -0.984908716022108 16
"451" -12.1053009676763 96.8524788012019 -1.00105598315986 -1.02305598315986 -0.979055983159856 16
"452" -12.1566816172651 96.8667929249687 -1.16395905570052 -1.19395905570052 -1.13395905570052 9
"453" -12.1349306300424 96.8413519692797 -1.06940958415502 -1.10640958415502 -1.03240958415502 7
"454" -12.1273142805832 96.8814376169762 -1.13909184263745 -1.17509184263745 -1.10309184263745 11
"455" -12.1576467685039 96.8401628188976 -1.06126207451625 -1.08126207451625 -1.04126207451625 17
"456" -12.1298803151282 96.8303112911966 -0.93614803928647 -0.981148039286467 -0.890148039286469 18
"457" -26.1475609283333 113.196946489583 -1.14496261816175 -1.19296261816175 -1.09896261816175 7
"458" -26.0120013384112 113.123260888569 -1.07664132548701 -1.09064132548701 -1.06264132548701 18
"459" -26.1839331497152 113.187916912513 -1.07381867396397 -1.09181867396397 -1.05681867396397 13
"460" -26.4349960590382 113.327158835178 -1.08402639460364 -1.10402639460364 -1.06402639460364 25
"461" -35.0616021954562 116.300108135237 -0.983277555548764 -1.01027755554876 -0.956277555548763 26
"462" -34.9879719043227 116.401603043775 -1.10565765410713 -1.12265765410713 -1.08965765410712 43
"463" -35.0582842799931 116.323618699913 -1.0195840473859 -1.0395840473859 -0.999584047385898 51
"464" -35.0087744620233 116.377089221928 -1.02407924772575 -1.04607924772575 -1.00207924772575 34
"465" -33.5260484375 115.010462890625 -1.16398330243221 -1.21798330243221 -1.11098330243221 5
"466" -34.0956511964736 114.964034571788 -1.11132429952691 -1.12632429952691 -1.09632429952691 35
"467" -33.5341681672026 115.003460289389 -1.06680992234521 -1.09180992234521 -1.04180992234521 12
"468" -33.5209353773585 115.009440330189 -1.03084766833596 -1.06284766833596 -0.998847668335962 8
"469" -33.4998760636423 115.009519421034 -1.09320483002602 -1.11020483002602 -1.07620483002602 40
"470" -33.6446070403254 114.982402799784 -1.07465652315343 -1.08965652315343 -1.05965652315342 50
"471" -33.5378027272727 114.99826 -1.03424386061499 -1.061243860615 -1.007243860615 10
"472" -33.5280110849057 115.006204775943 -0.998980040566525 -1.01098004056653 -0.986980040566525 30
"473" -33.7087261884669 114.966237791842 -1.03923448889919 -1.06023448889919 -1.01823448889919 17
"474" -33.5393883127803 114.998817926009 -1.10469092333678 -1.12569092333678 -1.08369092333677 18
"475" -34.0938950196519 114.96557381808 -1.20372331717138 -1.22172331717139 -1.18572331717138 35
"476" -34.3840511191099 115.095243147906 -1.10997245181805 -1.12397245181805 -1.09597245181805 35
"477" -33.6662599439776 114.988169495798 -0.964969477097152 -1.00296947709715 -0.926969477097153 8
"478" -33.5673476976744 115.007680906977 -1.04717999933596 -1.07717999933596 -1.01817999933596 13
"479" -33.5026354399773 115.008384961025 -1.01112302463198 -1.02312302463198 -0.999123024631977 51
"480" -33.6168602216714 114.970217955184 -1.00396331316481 -1.0169633131648 -0.990963313164805 30
"481" -33.492328684129 115.009649874839 -1.14847427809746 -1.19147427809746 -1.10647427809746 10
"482" -33.6325926655128 115.269700822155 -1.58315272389314 -1.61115272389313 -1.55515272389314 42
"483" -33.6157352680653 115.389104079254 -1.67677508141774 -1.75177508141774 -1.60477508141775 8
"484" -33.5903056211454 115.388712026432 -1.3514864269496 -1.38048642694961 -1.32248642694961 32
"485" -33.6201282666667 115.175288419048 -1.33259361318001 -1.36559361318001 -1.30059361318001 38
"486" -33.5817670800451 115.191353664036 -1.22612872437437 -1.25912872437437 -1.19312872437437 17
"487" -33.5331956409736 115.070245057471 -1.10257204945208 -1.12357204945208 -1.08157204945208 27
"488" -33.6835089242211 114.940020697889 -0.956293898448218 -0.973293898448219 -0.93929389844822 26
"489" -33.5197598030204 115.001160288903 -1.08928969717161 -1.10328969717161 -1.07528969717161 32
"490" -33.5354290065041 114.996004389431 -1.07456026167344 -1.09356026167344 -1.05556026167344 30
"491" -33.6830436118286 114.973834742652 -1.03202599788843 -1.04502599788843 -1.01902599788843 44
"492" -33.6654296969697 114.97701 -1.0413576552992 -1.0873576552992 -0.995357655299202 8
"493" -34.0611259901599 121.999853210332 -1.17255192491165 -1.20355192491164 -1.14155192491165 24
"494" -34.0573327722772 121.953315412541 -1.05172457635044 -1.08172457635045 -1.02172457635044 24
"495" -34.0406461577608 122.010364656489 -1.01060988510938 -1.03560988510938 -0.98560988510938 24
"496" -34.0665618904824 122.008655932203 -1.11640825512936 -1.14740825512936 -1.08540825512936 21
"497" -34.058184030303 121.865939939394 -1.05159258900483 -1.07859258900483 -1.02459258900483 24
"498" -34.0273153187919 122.020918255034 -1.22546122358885 -1.26846122358885 -1.18346122358885 15
"499" -34.0233130670103 121.966140412371 -1.19134123180958 -1.24534123180958 -1.13834123180958 14
"500" -34.0570252986513 121.988446878613 -1.13245980396585 -1.17045980396585 -1.09445980396585 23
"501" -34.0445487946429 121.975832209821 -1.00178013224972 -1.02478013224972 -0.978780132249721 30
"502" -34.0612142962963 121.922020666667 -1.19496751132152 -1.24696751132152 -1.14396751132152 22
"503" -34.0299486252772 121.983583702882 -1.40555051877549 -1.46155051877549 -1.35155051877549 12
"504" -32.0358861284404 115.389017798165 -1.2230249819619 -1.23702498196189 -1.2090249819619 47
"505" -31.9806240917108 115.483562962963 -1.07273347728584 -1.08273347728584 -1.06273347728584 42
"506" -32.0300450584795 115.462694853801 -1.12932652781567 -1.14032652781567 -1.11832652781567 48
"507" -32.0278269788183 115.516101560758 -1.16924171496185 -1.19424171496184 -1.14524171496184 11
"508" -31.9830694472362 115.422144924623 -1.23318529702401 -1.25418529702401 -1.213185297024 21
"509" -32.0303387362637 115.495236126374 -1.17772229303857 -1.20472229303857 -1.15072229303857 17
"510" -31.9838629032258 115.38556344086 -1.06730264960387 -1.13330264960386 -1.00230264960386 14
"511" -34.1994734833069 119.58419332509 -1.15501700983561 -1.16401700983561 -1.14601700983561 34
"512" -34.2358605280775 119.666640064891 -1.18381958703327 -1.19281958703327 -1.17481958703327 51
"513" -34.1761109544361 119.625222272605 -1.2046529609143 -1.2126529609143 -1.1966529609143 63
"514" -34.2503446863566 119.695364249867 -1.09526579438777 -1.10826579438777 -1.08226579438777 35
"515" -35.0025945042474 118.219855162717 -1.08399818064934 -1.10599818064934 -1.06199818064934 36
"516" -34.9566822908929 118.207436348288 -1.25557404584932 -1.28457404584931 -1.22757404584932 27
"517" -35.0183646669555 118.151867580905 -0.996180949541569 -1.02718094954157 -0.965180949541569 18
"518" -34.9645525374254 118.256583143351 -1.00706584851654 -1.03006584851654 -0.984065848516543 32
"519" -35.0512174377723 118.169129670431 -0.987189584251426 -1.01818958425142 -0.956189584251426 20
"520" -34.0968840560274 114.958341424527 -1.48786470287361 -1.50886470287362 -1.46686470287361 30
"521" -33.6438445595769 114.98778529995 -1.05549345198703 -1.06849345198703 -1.04249345198703 47
"522" -33.5377807185629 114.999635778443 -1.06567534885787 -1.08867534885787 -1.04267534885787 17
"523" -34.0184800200105 123.384778836667 -1.14563015622066 -1.16663015622067 -1.12463015622066 53
"524" -33.9822135692559 123.324463333323 -1.15367373147731 -1.18867373147731 -1.11867373147731 22
"525" -34.0098669900539 123.331128063616 -1.08874357629864 -1.11074357629864 -1.06674357629864 51
"526" -34.0667508609561 123.307430889505 -1.10751367775141 -1.14351367775141 -1.07151367775141 41
"527" -34.0936663265306 114.964109336735 -1.11331957347362 -1.12831957347363 -1.09831957347362 35
"528" -33.6911142515924 114.974749283439 -1.02225972308183 -1.03825972308183 -1.00625972308183 35
"529" -33.5332184560781 115.003699511979 -1.02853121108045 -1.03953121108045 -1.01753121108045 35
"530" -34.3862638457008 115.098596431095 -1.08056689316206 -1.09356689316206 -1.06756689316206 34
"531" -30.2176062977354 114.660072377627 -1.09017854161626 -1.10917854161626 -1.07117854161626 36
"532" -30.2213894914717 114.676010178168 -1.09848951755165 -1.17148951755165 -1.02648951755165 6
"533" -34.0920075088732 123.168409473872 -1.21863934133884 -1.22863934133884 -1.20863934133884 20
"534" -34.3608864081908 123.539347286572 -1.15789349499035 -1.17389349499035 -1.14189349499035 17
"535" -34.0790495023545 123.206105330586 -1.11063443876583 -1.13063443876583 -1.09063443876583 15
"536" -34.3448391541732 123.55293471448 -1.12889390000891 -1.13889390000891 -1.11889390000891 20
"537" -34.1100936843528 123.163065684519 -1.21937150450755 -1.23537150450755 -1.20337150450755 20
"538" -34.3471206508916 123.560958052054 -1.20498786118384 -1.23198786118385 -1.17898786118385 8
"539" -34.0499403482563 121.989054891106 -1.04469555239487 -1.06169555239487 -1.02769555239487 18
"540" -34.0014497632876 122.238237905742 -1.05029246634617 -1.06529246634618 -1.03529246634617 18
"541" -34.0371684104944 121.98222581087 -1.15458035812474 -1.16458035812474 -1.14458035812474 20
"542" -34.0396378024573 122.001083173444 -1.27190298541087 -1.28490298541087 -1.25890298541087 20
"543" -32.0222268436364 115.460263709091 -1.07695131115455 -1.09295131115455 -1.06095131115455 21
"544" -32.0240193984713 115.51890558325 -1.14056474308253 -1.15256474308253 -1.12856474308253 26
"545" -31.9890874515648 115.530992372578 -1.05587835863554 -1.06487835863554 -1.04687835863554 43
"546" -32.0324185051539 115.424223961253 -1.04444247892998 -1.05544247892998 -1.03344247892998 62
"547" -31.9814431466445 115.456348818968 -1.02528798889268 -1.03928798889268 -1.01128798889268 43
"548" -32.01738 115.508458583691 -1.27477068134801 -1.33777068134801 -1.21377068134801 4
"549" -33.7042511658031 114.966054145078 -1.18307873239141 -1.21107873239141 -1.15507873239141 17
"550" -33.5196301075269 115.019026702509 -1.12355326299013 -1.15555326299013 -1.09155326299013 13
"551" -33.5340876216968 114.998240055633 -1.03395219805269 -1.05895219805269 -1.00895219805269 19
"552" -33.6567473509934 114.984241887417 -1.03688464095058 -1.06388464095059 -1.00988464095058 14
"553" -31.4090113075642 115.426009304821 -1.14109774857544 -1.15209774857544 -1.13009774857544 59
"554" -33.8524404634605 124.139236654724 -1.06994903978754 -1.08594903978754 -1.05494903978754 19
"555" -33.755408834613 124.130309018641 -0.965653379305953 -0.988653379305951 -0.941653379305951 17
"556" -33.7213952831203 124.130336922005 -1.09916086771208 -1.13016086771208 -1.06916086771208 15
"557" -33.860989967907 124.134217394379 -1.32557909765041 -1.34257909765041 -1.30857909765041 18
"558" -33.7387269727179 124.090195053879 -1.16782530215299 -1.18982530215299 -1.14582530215299 10
"559" -33.8479726214125 124.131659380242 -1.15116771096333 -1.17116771096333 -1.13216771096333 16
"560" -12.5458417557834 124.033217949678 -1.01393442180896 -1.02193442180896 -1.00593442180897 24
"561" -12.8830983499577 124.340514189349 -0.94877721285593 -0.955777212855928 -0.941777212855929 24
"562" -12.8034619045643 124.277160169433 -1.0154104894993 -1.0244104894993 -1.0064104894993 24
"563" -20.328859733564 166.204757086505 -0.993742741855494 -1.0287427418555 -0.958742741855495 5
"564" -18.8639970777778 163.424530077778 -0.976829058196153 -1.02482905819615 -0.92882905819615 3
"565" -19.8625255791506 158.380542181467 -0.975672476686209 -1.01667247668621 -0.93467247668621 4
"566" -19.4443635230769 163.251108053846 -0.897256311568154 -0.959256311568154 -0.833256311568153 4
"567" -19.8984449175258 158.37302207732 -1.00801437900907 -1.05401437900907 -0.962014379009073 4
"568" -19.8928409109948 158.409876172775 -1.03400262076113 -1.08400262076113 -0.985002620761133 4
"569" -19.8753392539683 158.34898542328 -1.14729146994428 -1.20529146994428 -1.09029146994428 3
"570" -19.3568570528053 163.204823122112 -0.948053255860093 -0.981053255860093 -0.914053255860093 4
"571" -19.7185653076923 165.589409171946 -0.968524116180696 -1.00852411618069 -0.928524116180697 3
"572" -19.7649120921053 165.601014457237 -0.924942011331863 -0.957942011331866 -0.891942011331864 4
"573" -19.874894097561 165.521045370732 -0.91681746444055 -0.960817464440552 -0.87181746444055 4
"574" -18.8736605016949 163.438413566102 -1.12846627361083 -1.16446627361083 -1.09246627361083 4
"575" -19.85555275 165.572786357143 -0.925722590386592 -0.97672259038659 -0.873722590386592 3
"576" -19.9081183864734 158.455751690821 -1.02444687650193 -1.05444687650193 -0.994446876501925 4
"577" -19.053115559322 163.680823728814 -1.02791800238981 -1.06891800238981 -0.98691800238981 2
"578" -19.0173803518519 163.597094981481 -0.961068934200213 -1.12106893420021 -0.800068934200212 2
"579" -19.8683249968553 165.838584496855 -0.979032969819548 -1.00903296981955 -0.949032969819548 4
