ID lat long p-value First_Mode Second_Mode
"1" -20.6650707306141 116.427350395936 0 0.116883624402668 65.5310356831382
"2" -20.5171217468806 116.581392335116 0 0.152217253132207 65.0710746874165
"3" -20.3294641563394 116.465718303146 0 0.32399926162101 57.5248616538312
"4" -20.0968299574694 116.399395108985 0 0.314198385888904 35.4062677887405
"5" -20.4508152758133 116.529263507779 0.006 0.286609177567387 57.8050999999976
"6" -21.8937855654762 114.160450297619 0 0.19788688348909 156.010860775744
"7" -22.3321703979174 114.189610710301 0 0.159126289953072 119.495044643907
"8" -22.1085048833819 114.486945991254 0.002 0.144931463603033 75.4491565005822
"9" -22.3440198032787 114.174775213115 0 0.13645751353765 130.034826427001
"10" -22.0243057268722 114.448775770925 0.55 0.151338152559914 NA
"11" -21.9479 114.4188 0.364 0.134742902875153 NA
"12" -21.6123114864644 114.28066289591 0 0.739967358527718 109.633693034372
"13" -20.893524964327 115.191309129889 0 0.476674889125981 116.112250106521
"14" -21.4301991424763 114.746451429083 0 0.740671240798253 202.199793487716
"15" -20.7382159967426 115.230988560666 0 0.328299379465392 109.639954031744
"16" -20.2751323197721 115.306687977388 0 1.34678728453791 93.6467650649578
"17" -20.6269384258706 116.426765181144 0 0.29118208727111 559.538571425723
"18" -21.7891579119691 114.148014029472 0 0.358542275337243 257.106315361558
"19" -20.5943621644216 116.461960155784 0 0.265772057694072 85.8801181222518
"20" -20.4121033238487 116.823105810197 0 0.308793999495645 38.7229319752715
"21" -20.9025029381188 115.91597858474 0 0.30603039201003 210.96455723423
"22" -21.7440493375175 114.269285800467 0 0.244433888344616 190.099414898821
"23" -21.5595488911908 114.728338090219 0 0.348271850308151 149.539573633145
"24" -21.4614133733584 114.932258158366 0 0.318732480552313 636.873679435703
"25" -21.6488197600109 114.493074854634 0 0.325336087861203 163.655023046722
"26" -21.3246701341997 115.099209510988 0 0.303763574715404 267.264825447031
"27" -21.1448215316551 115.616657916765 0 0.499612599512737 190.520411571523
"28" -9.88232367191456 143.304815690347 0 1.09063442276941 190.470134096689
"29" -10.0087318082664 143.549296221384 0 0.291692708049375 113.010841227391
"30" -9.9494275171018 143.293408628381 0 0.239215627020518 22.6476867241957
"31" -11.5644711639558 143.000019456424 0 1.27183509980871 135.267964881385
"32" -11.253206899884 142.907517099681 0 0.604404865377138 78.1043504990893
"33" -11.5206865587045 143.007385290148 0 0.327428013489035 13.713531773613
"34" -9.96343306953839 143.388382317669 0 0.149176938875934 79.9252963547235
"35" -10.71676103624 143.96771075118 0 0.232759128753335 55.2961354261442
"36" -12.2444591954023 143.224977586207 0 0.569864567720536 197.380486302211
"37" -11.9650430400619 143.266735384353 0 0.594924314673669 78.1850632795145
"38" -10.76410908021 143.973182270505 0 0.179020544638723 38.8818550999363
"39" -10.06003635153 143.777880866084 0 0.384373982580797 135.229701980819
"40" -10.7362053291307 143.972101672892 0 0.283278351636607 65.3384899940259
"41" -11.7408872672152 142.973851028758 0.044 0.634231732130676 9.76222140195487
"42" -10.002099949904 143.530748753902 0 0.377421485169506 271.167179062939
"43" -10.147757060858 143.623581145015 0 0.161828340614372 70.6608138498435
"44" -12.2463558196497 143.214865093949 0 0.279199570475065 88.2864121001681
"45" -12.2521318072435 143.242499484549 0 0.455291218223998 137.305655056944
"46" -13.5037776714835 143.733723972527 0 0.247001492114164 33.367365226725
"47" -11.4545560126781 143.043292096296 0 0.572691672716211 271.167959353767
"48" -11.5400802157633 143.027649559533 0 0.552717148819546 143.113506512864
"49" -11.5994210264602 142.940515678693 0 0.360753351636077 54.9915101937949
"50" -10.1904187321646 143.676284461669 0 0.219181456644339 54.992551831541
"51" -12.2422727252078 143.206859800978 0 0.26920631785066 71.0795587597518
"52" -13.9865808863815 143.986672188948 0 0.400075824629599 56.0879125919148
"53" -11.5978173702214 142.938122324009 0 0.372011280685552 44.6119570171734
"54" -13.5126770981573 143.719251294181 0 0.546127825386044 74.2797432557726
"55" -13.3833963194028 143.69585579173 0 0.530168854402504 144.808760307244
"56" -11.5490119798348 142.997596689018 0 0.499870419420116 56.5047449404245
"57" -12.2466990181458 143.274646233221 0 0.356041608307349 66.4184510907789
"58" -13.6452434289986 143.733365912378 0 0.478822405512965 84.7240083433373
"59" -11.48480684158 143.028095680667 0 0.291945889548398 95.4483988331845
"60" -13.5003977829142 143.739232112808 0 0.445304754719892 182.187433608024
"61" -13.5121471206321 143.721419457336 0 0.497017535096782 61.4204411148849
"62" -13.5386672690385 143.755131048077 0 0.25750456092777 14.584420462198
"63" -12.2265391300957 143.271473636364 0 0.548732577275281 305.359391196018
"64" -14.0404400610625 143.942474810625 0 0.241839667413512 70.6507269758049
"65" -13.5315775575 143.77034121978 0 0.53560694943676 71.3737819789797
"66" -14.0668947452257 144.014800097127 0 0.538442334396137 72.8597080614422
"67" -12.2468997547834 143.233784160237 0 0.763836947505816 84.7753207984386
"68" -13.5118346835294 143.716562114706 0 0.668457702644798 110.605990301317
"69" -14.4026729864576 144.906878688525 0 0.263786955713739 93.3503364762375
"70" -13.9103884579638 143.907622782805 0 0.759335942829797 141.324881498412
"71" -14.0766640796495 125.68130305258 0 0.702521309702831 112.985681456417
"72" -13.930249004837 125.63141888963 0 0.214956509680172 37.1164416023391
"73" -13.8641954662123 125.818029849075 0 0.651634805278391 108.653773566377
"74" -13.8686154842919 125.757095376906 0 1.17012559798964 75.7661094082189
"75" -13.5780470717347 125.957120251701 0 0.284980254768563 76.8250555636319
"76" -13.8125995825884 125.828271138573 0 0.678533925091386 121.53651852567
"77" -15.5537430249764 123.16299867217 0 0.212396631426597 14.2103233882752
"78" -13.9367584165772 125.723319827181 0 0.77800901897119 109.852825516096
"79" -13.814742740365 125.784826233577 0 0.22740683070659 19.9657965822918
"80" NA NA NA NA NA
"81" -30.3345445779449 114.953767940536 0 0.284902357683979 34.4837030607408
"82" -30.289261490567 114.690921261456 0 0.137145173235143 25.028253238783
"83" -30.3434570379205 114.818464676902 0 0.391677084732692 192.014881318426
"84" -30.3413516561361 114.901292408682 0 0.215271937824337 66.3528676837327
"85" -21.5989240143369 114.720615412186 0 0.116735946377267 7.38532603886164
"86" -21.5566727311828 115.059094451613 0 0.130895938008955 9.71413844162456
"87" -21.4252464114833 115.141331020734 0 0.161944875659266 51.657350530363
"88" -21.5712160294118 114.732398382353 0 0.177511786206124 7.88004976112631
"89" -12.513476478222 124.173028749403 0 0.537105308728435 124.436372442606
"90" -13.4396232523524 124.026303606413 0 0.466685813349429 64.1127032454275
"91" -13.4702042815745 124.067622251677 0 0.391921276341339 105.932126414933
"92" -13.0690191855236 124.584258116814 0 0.284760296936958 24.5904614908059
"93" -13.078674093643 124.579961622606 0 0.421739589513695 95.2806668563885
"94" -12.5170012724731 124.17639136577 0 0.577670526327012 217.038501282437
"95" -13.9032124939666 123.906673184855 0 0.387811584849147 25.5997641315359
"96" -12.563054924712 124.005229790756 0 0.678121825521501 87.7132148114276
"97" -12.8834745629956 124.336471045918 0 0.360653518065529 64.1118681583439
"98" -12.5709101871691 123.598099040207 0 0.558405476540749 32.0039576697137
"99" -12.8040282819065 124.281987026128 0 0.634054810252234 86.9683231004325
"100" -12.5464214315253 124.033980361168 0 0.580580426593652 101.477588799351
"101" -12.8817810125075 124.344584210678 0 0.488601346392334 33.2270303048374
"102" -12.5464958930144 124.032648564637 0 0.668686798834031 29.3245217996364
"103" -20.4390063878492 115.566592511387 0 0.557173059727546 275.045111116805
"104" -20.4508702572823 115.473698771926 0 0.396541406010144 275.614327544806
"105" -20.2263438202247 115.348101048689 0 0.467021327994431 93.7211336746115
"106" -20.2644224470135 115.441726989403 0 0.515137211294665 114.7603646307
"107" -20.3446159804321 115.592125046881 0 0.357656954431079 86.0657014897778
"108" -20.3628471830986 115.352629978873 0 0.429610015106242 161.656773667053
"109" -20.4530780487805 115.386492268293 0 0.767281592133465 129.055872703513
"110" -22.4424889712794 167.165708036554 0 0.421576295524692 19.4230760703861
"111" -22.3839050508475 167.073110635593 0.004 0.207831816782381 12.689770112084
"112" -20.2073979428571 163.944204228571 0.032 0.301004737763028 23.801063187901
"113" -19.686609390681 163.612084767025 0 0.529610305584782 402.887347863495
"114" -20.6909593782383 164.249061588946 0 0.114827770970099 17.1201566149843
"115" -22.3361238132296 166.229775525292 0 0.656731270190562 1000.35236514551
"116" -21.4019309638554 164.926645662651 0.054 0.236900891652677 NA
"117" -22.3686810643564 167.094531935644 0 0.9390702010637 132.129513663522
"118" -22.4104347207547 167.154145860377 0.19 0.556837455338368 NA
"119" -22.4272556025641 167.207450974359 0 0.819024011228151 265.885505277849
"120" -21.6468263953488 165.428670581395 0.01 0.0566163975622126 3.38751254256855
"121" -22.392671704918 167.164708898361 0 0.258304230395892 26.2899169041292
"122" -5.53148550474066 71.9827730842164 0 0.0396153987537744 142.209929978065
"123" -18.4758648929664 163.094987798165 0 0.141822547238686 31.2029680468035
"124" -21.0032999305556 164.610157916667 0.004 0.425919418599051 49.4239471964075
"125" -18.47566 163.096321976744 0 0.468325530414234 337.125753473926
"126" -22.02134775 165.9544225 0.004 0.0677566739220671 5.02699301386203
"127" -22.4434596571429 167.106172824762 0 0.508721563746678 27.8541179103445
"128" -7.13574042553191 72.1104834042553 0.786 1.01186570514554 NA
"129" -22.387458186227 166.879780339476 0 0.207691964381126 22.4651450126805
"130" -18.2132861861282 162.987522380158 0 0.211033830666721 11.1129450827245
"131" -22.3132494179104 166.247240328358 0 0.462870457837159 51.8094803969561
"132" -20.9334165930599 165.503691104101 0 0.203905533744782 35.1292901643627
"133" -20.2219481296296 163.876119964506 0 0.694482421593605 114.393662922312
"134" -20.215848875969 164.447145736434 0.402 0.245074228876811 NA
"135" -21.009361605948 164.612641333829 0 0.151972851090929 22.8213357138535
"136" -22.3894248366959 166.291739132362 0 0.0337985037749391 123.621182049962
"137" -18.0489853 162.951231978788 0 0.892183430878969 80.3354337115828
"138" -22.858224048913 166.805912880435 0 0.198093961735317 38.0787385517024
"139" -18.3037658793309 162.993785910394 0 0.258986927009283 22.0883477717972
"140" -20.3872323232323 164.654334646465 0 0.24991619193966 21.0317410149372
"141" -21.980315489555 166.909081861944 0 0.219753552142853 23.1084555244873
"142" -19.6142623561191 163.352940566703 0 0.295530987572427 106.572811595673
"143" -22.6503265251989 166.91791734748 0 0.343790210461949 26.2242920275099
"144" -21.2239013658537 165.852263853659 0.19 0.237892327221917 NA
"145" -21.6449285613208 166.393592346698 0 0.267453634711547 110.552231859949
"146" -22.4754463819095 166.399258869347 0 0.73757947887114 151.330568174857
"147" -20.3928554139535 164.698798176744 0 0.107159368198178 11.1432836317776
"148" -21.4114300992736 164.970010062954 0 0.214684043842101 14.5984844089168
"149" -18.4592835416667 163.188844454167 0.1 1.35768259500526 NA
"150" -18.2882133209302 163.07930292093 0 0.614052814462598 40.8606956947418
"151" -22.0115791535433 165.938677980315 0 0.340475042646703 25.4391301828434
"152" -19.6755161428571 163.9716220625 0 0.403885532904868 20.009542273959
"153" -22.8923947318612 166.965193911672 0 0.158063148366832 11.1170580774956
"154" -18.32423 162.961120166667 0.938 0.171323398346154 NA
"155" -21.8746313986014 165.76029013986 0 0.28561491567158 56.6325826658227
"156" -18.1509197649123 162.821540319298 0 0.503245912130676 30.1123504851439
"157" -22.092601386673 113.814750495049 0.154 1.49480095769205 NA
"158" -22.6169068677191 113.554598412698 0 0.856269813265016 128.368954851462
"159" -23.6071370455672 113.238562393999 0 1.48400143537526 140.528383878398
"160" -22.0485908390063 113.806064465409 0 3.27590746777911 139.818626730868
"161" -22.1984820005797 113.749982258065 0.412 3.94412268711642 NA
