ID lat long p-value First_Mode Second_Mode
"1" -5.41431208545454 72.3777510590616 0 0.0995164832124917 57.1174145292654
"2" -5.67914409486486 71.3645987762162 0 0.0119515225435241 3.30048094818212
"3" -7.13182858771552 72.2030696539224 0.044 0.409839786934672 53.4936672950926
"4" -5.40762230903272 72.3508403531294 0 0.0438854062572953 21.8508028468531
"5" -6.31766368777778 72.1754451877778 0 0.178417774324095 10.6257729489327
"6" -7.17352071941748 72.1049688339806 0 7.83939389887342 245.874159933918
"7" -6.60124490196078 71.340272745098 0 0.071718816179557 19.2720349538017
"8" -6.62761337820513 71.4015703717949 0.016 0.00465003444278627 0.0495870085935065
"9" -5.53405298245614 71.9817919298246 0 0.0199225386237469 3.47955777505166
"10" -5.51434049707581 71.9445262371119 0 0.0816448955685694 47.840503103117
"11" -20.0905667368947 115.671780572556 0 0.653714908349315 961.325843005781
"12" -20.2329502220561 115.758922691589 0 0.00590177182056095 56.1747970553674
"13" -19.8355683313889 115.817284975694 0 2.2239874206402 337.874387681651
"14" -20.4888290329786 115.145064553526 0 0.111766053783924 225.186409340572
"15" -20.1658749289976 115.44849479952 0 0.471140547938916 769.317773936935
"16" -19.8208852730932 115.574436381356 0 0.246142688519079 146.484784777082
"17" -19.6678711409759 115.324797611446 0 0.114724659714028 204.398924885229
"18" -20.2959223422222 115.047637754902 0 1.05030008714678 377.724579088883
"19" -20.0483347373117 115.00299144904 0 0.00473433552267721 157.481856608852
"20" -21.841575839273 113.802077150709 0 0.245248764120504 360.940858145627
"21" -21.5864760824742 114.21508371134 0 0.700799658047913 421.681774791875
"22" -21.9306399867568 113.766861301455 0 0.297861529742818 486.858662609165
"23" -21.7624657133333 113.833547508333 0.028 0.93384930594371 364.512801438654
"24" -22.0301698564593 113.754951674641 0 0.0773182016488505 494.45397250758
"25" -21.6660284797619 114.137644595238 0.02 2.74442857504913 351.582869696609
"26" -20.0567739130435 116.630039440994 0 0.411726442631732 94.227548488025
"27" -20.0636105906314 116.64913401222 0 0.155198469632296 208.553386692076
"28" -20.1421156626506 116.422521686747 0.216 1.77758311363986 NA
"29" -20.1221631992603 116.426619001387 0 0.0232234471405341 60.3086300476029
"30" -20.0864486631016 116.651804812834 0 0.0110054547349066 54.1544362340044
"31" -20.1205594594595 116.458 0 0.00375475501780986 18.5113817301116
"32" -20.1300434146341 116.436619512195 0 2.06805346228874 70.7251413491879
"33" -8.24339857142857 -14.3626197959184 0.05 1.06592007491554 NA
"34" -7.92287321428571 -14.44238 0.574 4.63347485307241 NA
"35" -8.83227834782609 -11.08132 0 0.013210987756439 7.99569034540972
"36" -8.43839692307692 -12.9618536538462 0 0.0945706088089935 125.460857480364
"37" -8.43473761904762 -17.150999047619 0.68 8.71869393631718 NA
"38" NA NA NA NA NA
"39" -9.73927938547486 -12.828853575419 0 10.5041773578269 217.740367486531
"40" -9.7355602745098 -12.8106971764706 0 10.7877519403709 150.320732556301
"41" -9.76072992307692 -12.0581916153846 0 3.05106659236794 64.4081124824725
"42" -7.08489458333333 -11.170571875 0.406 0.0227135717076496 NA
"43" -9.67496432098765 -15.2248083950617 0.668 0.0793502127462204 NA
"44" -7.81267833333333 -14.3813213888889 0.052 0.000765462290334771 NA
"45" NA NA NA NA NA
"46" NA NA NA NA NA
"47" -9.7546982278481 -12.1172306329114 0 31.7069764627606 109.494183971997
"48" -10.8637478571429 -13.0620314285714 0.45 0.357904348509365 NA
"49" -8.4364821875 -16.9263465625 0.32 0.236613747092782 NA
"50" NA NA NA NA NA
"51" -7.67530071428571 -14.3909485714286 0 0.00899186206941582 11.1203300298553
"52" -9.7638603125 -11.93749625 0.052 1.92473330492207 NA
"53" -8.31981688888889 -14.7941668888889 0.458 0.204818281938884 NA
"54" -7.93941594594595 -14.4884108108108 0.218 0.109749860566822 NA
"55" -9.73568652173913 -12.9873543478261 1 1.13242465545507 NA
"56" -7.99336587044534 -14.3508046963563 0 2.98023934886834 129.215501858278
