"key" "Exped." "Year" "Month" "Date.x" "Bathymetry" "Slope" "distPort" "distCoast" "FE_DriftingLongline" "FE_OtherFishing" "FE_Trawlers" "FE_FixedGear" "FE_PurseSeine" "TERRITORY1" "RuleofLaw_mean" "NoViolence_mean" "GovernmentEffectiveness_mean" "Voice_mean" "Corruption_mean" "distSeamounts" "MarineEcosystemDependency" "conflicts" "HDI_mean" "SST_mean" "sst_week" "CHL" "SST_sd" "PP" "protection" "distCoralReef" "distMarket" "TravelTime_market" "mean_lat" "mean_long" "mean_maxsize" "std_maxsize" "cv_maxsize" "median_maxsize" "string_number" "mean_meansize" "std_meansize" "cv_meansize" "median_meansize" "mean_mediansize" "std_mediansize" "cv_mediansize" "median_mediansize" "excess_mass" "modes_p_value" "unimode" "first_mode" "second_mode" "betaslope" "betaslope_ci_inf" "betaslope_ci_sup" "bruvs_type"
"11" "Abrolhos_2007_CMF__2007-05-29" "Abrolhos_2007_CMF" 2007 5 "2007-05-29" -33.0909090909091 89.626015403054 5.52600534395738 3358.5827647374 NA NA 0 0 0.169288195669651 "Australia" 1.77 0.97 1.62 1.41 1.89 251076.669956103 0.095532 1 0.932 22.5044390938499 21.7049999237061 0.433325506069443 0.542965301058509 481.335003939542 "All" 2258.67409124839 386991.034885894 621.960461480712 -28.8503949395816 113.90276930988 15.0355107278471 24.6558449500084 1.63984086715083 2.57493567248534 22 0.0787692669322907 0.209280003842511 2.65687382900753 0.0303621910536379 0.0787692669322907 0.209280003842511 2.65687382900753 0.0303621910536379 0.0581113801452782 0 0.252677819248738 0.195912835799941 81.9244270517885 -1.18760098618062 -1.21093098618062 -1.16465098618062 "benthic"
"12" "Abrolhos_2010__2010-05-30" "Abrolhos_2010" 2010 5 "2010-05-30" -34.3888888888889 89.7111375596788 7.02401230070326 4680.26201008413 NA 0 0 0 NA "Australia" 1.77 0.97 1.62 1.41 1.89 253254.868403393 0.095532 1 0.932 22.5083329942491 22.4599990844727 0.423097908496857 0.536202708880107 472.613115098741 "All" 4019.40790633371 390792.509810769 617.717820793593 -28.8381892872664 113.9171348392 8.90624749541347 10.1718649121634 1.14210445166741 2.45938314047533 9 0.0790964299945674 0.0470916852269958 0.595370552504458 0.0626971229211572 0.0790964299945674 0.0470916852269958 0.595370552504458 0.0626971229211572 0.14539148703486 0 0.140279290211893 0.112000362724411 25.789987684235 -1.16469339724327 -1.19257339724327 -1.13716339724327 "benthic"
"13" "Abrolhos_2010__2010-05-31" "Abrolhos_2010" 2010 5 "2010-05-31" -26.6740740740741 89.5953055487739 10.302554430785 5775.68046447231 NA 0 0 0 0.133549382289251 "Australia" 1.77 0.97 1.62 1.41 1.89 257423.809479329 0.095532 1 0.932 22.4890117645264 22.5329990386963 0.378631858913987 0.52365063517182 434.575844093605 "All" 5528.98262461823 393595.909742428 615.960461480712 -28.8169591680912 113.956828433048 6.33114347376065 4.48503062584687 0.708407674606495 4.59833459938931 27 0.259182743095008 0.365550686734249 1.41039747619405 0.126780044872958 0.259182743095008 0.365550686734249 1.41039747619405 0.126780044872958 0.0403213949712164 0 0.316605410686811 0.212534136515325 16.4089387839916 -1.05763539238198 -1.07798539238198 -1.03735539238198 "benthic"
"14" "Albany_2007__2007-11-06" "Albany_2007" 2007 11 "2007-11-06" -41.7777777777778 89.9572707282172 16.6079871389601 1000.46635171745 NA NA NA NA NA "Australia" 1.77 0.97 1.62 1.41 1.89 235497.098005045 0.095532 1 0.932 19.4649996227688 17.5249996185303 0.35543247891797 0.430808678269386 317.588609483507 NA 1038911.07716541 384355.37568122 450.943217538009 -35.0183651285355 118.151875861996 3.33767578650263 3.03218704327775 0.908472613049998 3.29701618525064 18 0.175275202125269 0.100924717759679 0.57580716801883 0.147122560062239 0.175275202125269 0.100924717759679 0.57580716801883 0.147122560062239 0.073444991559923 0 0.235589329044497 0.192604719845778 12.0325601010484 -0.996180949243342 -1.02744094924334 -0.964910949243342 "benthic"
"15" "Albany_2007__2007-11-08" "Albany_2007" 2007 11 "2007-11-08" -53.1875 89.8669414520264 26.8383259177208 3315.35860431061 NA NA NA NA NA "Australia" 1.77 0.97 1.62 1.41 1.89 237900.295601206 0.095532 1 0.932 19.4451767802238 17.3950004577637 0.318027901463211 0.404376193881035 303.08047580719 NA 1036905.61568933 384942.244223272 442.286363288516 -34.964552559462 118.256584473197 4.68286045645779 5.17006899485618 1.10404079791157 3.15443395434708 32 0.237595988944515 0.317883054142444 1.33791422807511 0.154985795520306 0.237595988944515 0.317883054142444 1.33791422807511 0.154985795520306 0.0628769289875449 0 0.246037767236841 0.232483969455651 15.4899933030897 -1.00706588025422 -1.03007588025422 -0.984065880254218 "benthic"
"16" "Albany_2007__2007-11-09" "Albany_2007" 2007 11 "2007-11-09" -51.9444444444444 89.9042544894748 22.9469889534844 1286.84746246928 NA NA NA 0 NA "Australia" 1.77 0.97 1.62 1.41 1.89 234771.299055457 0.095532 1 0.932 19.4680363337199 17.4375 0.313264614178075 0.415955511232217 303.031597561306 NA 1039790.96025065 387165.258363491 451.286363288517 -35.002594591404 118.219852390483 5.88522316559108 7.82476976741057 1.32956211637978 3.50670106855066 36 0.55539887304753 1.48452015045169 2.67289010203779 0.231039869970248 0.55539887304753 1.48452015045169 2.67289010203779 0.231039869970248 0.0432268995031054 0 0.388474049869862 0.348296709595777 20.3106730761339 -1.0839981856512 -1.1067481856512 -1.0613781856512 "benthic"
"17" "Albany_2007__2007-11-10" "Albany_2007" 2007 11 "2007-11-10" -27.2962962962963 88.645420215748 23.0289729083026 1179.00333414882 NA NA NA NA NA "Australia" 1.77 0.97 1.62 1.41 1.89 240457.009820256 0.095532 1 0.932 19.3510488580774 17.4566669464111 0.338793804248174 0.453989302670514 307.312174479167 NA 1034138.96222315 379354.296902612 432.215295476651 -34.9566825401587 118.207431368631 3.03943761800398 5.43159204696153 1.78703850172404 1.3704877910908 27 0.589160383940846 2.24652458003358 3.81309511173639 0.086769408143213 0.589160383940846 2.24652458003358 3.81309511173639 0.086769408143213 0.143723744234641 0 0.156557945552342 0.146008741335297 20.157077614425 -1.25557405898439 -1.28476405898438 -1.22681405898439 "benthic"
"18" "Albany_2007__2007-11-11" "Albany_2007" 2007 11 "2007-11-11" -63.5 89.5186233520508 17.8885062217712 3158.05334877712 NA NA NA NA NA "Australia" 1.77 0.97 1.62 1.41 1.89 231868.330776938 0.095532 1 0.932 19.5232996940613 17.6590003967285 0.312947787344456 0.41827594190836 304.09817199707 NA 1042549.3778206 383272.401249097 440.185858225128 -35.0512178601874 118.169123504402 5.30494458374687 5.2741986864991 0.994204294359271 4.18528074147965 20 0.428741886138667 0.264726861759786 0.61745042954391 0.339853701811277 0.428741886138667 0.264726861759786 0.61745042954391 0.339853701811277 0.0826050973239348 0 0.576371459919919 0.410459292669734 24.1318112311797 -0.987189584719365 -1.01906958471937 -0.955269584719365 "benthic"
"19" "Ashmore_2017__2017-07-14" "Ashmore_2017" 2017 7 "2017-07-14" -5.30013333333333 89.8488599989149 182.969318813748 2400.27022225047 NA NA NA NA NA "Australia" 1.77 0.97 1.62 1.41 1.89 101201.369131351 0.095532 1 0.932 28.6248137156169 27.6019992828369 0.418492012553745 0.602696869108412 547.794128417969 "Not reported" 45865.7852876796 265161.814440779 832.288888605458 -12.2367649850566 122.995170469434 16.0096643393123 18.0614294106691 1.12815790686621 12.6648216812799 18 0.0761295362992762 0.0763484950110577 1.00287613352747 0.0525022083942039 0.0761295362992762 0.0763484950110577 1.00287613352747 0.0525022083942039 0.0417051232904088 0 0.334225777122789 0.209462606350222 60.545948241337 -1.19699791082018 -1.21595791082018 -1.17828791082018 "benthic"
"20" "Ashmore_2017__2017-07-15" "Ashmore_2017" 2017 7 "2017-07-15" -10.1659764705882 89.9422248391544 184.527816772461 2757.39716193137 NA NA NA NA NA "Australia" 1.77 0.97 1.62 1.41 1.89 100502.033744933 0.095532 1 0.932 28.6085478838752 27.5687484741211 0.410180985927582 0.600371564135832 544.307021197151 "Not reported" 45842.5088080583 263898.106782174 829.288888605458 -12.2233152524622 122.987075309457 24.1561461551083 22.7567617494482 0.942069219292077 15.0879311547187 17 0.174738236916737 0.285336735863896 1.63293816452926 0.0829486501834346 0.174738236916737 0.285336735863896 1.63293816452926 0.0829486501834346 0.0375935234873519 0 0.425315005285608 0.41528891464187 57.8451514341519 -1.16634775659236 -1.18196775659236 -1.15087775659236 "benthic"
"21" "Ashmore_2017__2017-07-16" "Ashmore_2017" 2017 7 "2017-07-16" -10.1727 89.9752016067505 185.919149398804 5457.09622388015 NA NA NA NA NA "Australia" 1.77 0.97 1.62 1.41 1.89 115886.094541483 0.095532 1 0.932 28.5872288942337 27.3016662597656 0.342566698789597 0.588340193033218 517.692680358887 "Not reported" 32391.1487699381 256047.790998922 814.703102167831 -12.196782204427 123.130387629843 13.4590610478946 19.2939631388771 1.43352965487108 9.20726297409649 16 0.41444430142449 1.22500000066444 2.95576509667036 0.0384307348380324 0.41444430142449 1.22500000066444 2.95576509667036 0.0384307348380324 0.0676004900016582 0 0.362043239917277 0.257407439873843 84.0774602695476 -1.18632749376003 -1.20554749376003 -1.16736749376003 "benthic"
"22" "Ashmore_2017__2017-07-17" "Ashmore_2017" 2017 7 "2017-07-17" -10.50544 89.9402359008789 179.924255371094 2443.2257303992 NA NA NA NA NA "Australia" 1.77 0.97 1.62 1.41 1.89 117666.372657661 0.095532 1 0.932 28.539133199056 27.2549991607666 0.342808675765991 0.618780207633972 503.68690999349 "Not reported" 35302.8096450866 263132.708789684 839.217820793593 -12.2481730169373 123.151594887454 11.3026929402654 16.8415645193189 1.49004884130944 7.19912206904454 15 0.133527508857839 0.181201819476636 1.3570373702512 0.0414561467132967 0.133527508857839 0.181201819476636 1.3570373702512 0.0414561467132967 0.0900584353372317 0 0.384126728753046 0.278758483268934 67.2966205991863 -1.15124973218319 -1.17120973218319 -1.13150973218319 "benthic"
