"Exped" "Date" "mean_lat" "mean_long" "excess_mass" "p_value" "unimode" "bimode1" "bimode2"
"68" "FNQ_2018" "2018-05-02" -13.5118346835294 143.716562114706 0.0784313725490183 0 0.909107122373157 0.668457702644798 110.605990301317
"69" "FNQ_2018" "2018-04-14" -14.4026729864576 144.906878688525 0.0517378808212615 0 0.320939037435089 0.263786955713739 93.3503364762375
"70" "FNQ_2018" "2018-04-16" -13.9103884579638 143.907622782805 0.144783783267553 0 1.08619488977141 0.759335942829797 141.324881498412
"71" "French Polynesia_2017" "2017-07-04" -14.0766640796495 125.68130305258 0.0836307767070434 0 0.708324482132824 0.702521309702831 112.985681456417
"72" "French Polynesia_2017" "2017-07-03" -13.930249004837 125.63141888963 0.106668698306067 0 0.40824914695725 0.214956509680172 37.1164416023391
"73" "French Polynesia_2017" "2017-07-05" -13.8641954662123 125.818029849075 0.0687853930949139 0 0.710141121777326 0.651634805278391 108.653773566377
"74" "French Polynesia_2017" "2017-07-13" -13.8686154842919 125.757095376906 0.128831530486625 0 1.18967062827761 1.17012559798964 75.7661094082189
"75" "French Polynesia_2017" "2017-07-12" -13.5780470717347 125.957120251701 0.129141346816309 0 0.469287606771424 0.284980254768563 76.8250555636319
"76" "French Polynesia_2017" "2017-07-06" -13.8125995825884 125.828271138573 0.0808080808080806 0 0.805635128968625 0.678533925091386 121.53651852567
"77" "French Polynesia_2017" "2017-07-23" -15.5537430249764 123.16299867217 0.0452229148736511 0.002 0.231097357845439 0.212396631426597 14.2103233882752
"78" "French Polynesia_2017" "2017-07-01" -13.9367584165772 125.723319827181 0.0980730286643448 0 0.945317202894884 0.77800901897119 109.852825516096
"79" "French Polynesia_2017" "2017-06-30" -13.814742740365 125.784826233577 0.0913972560204303 0 0.5191220047416 0.22740683070659 19.9657965822918
"80" "Jurien East_2007" "2007-05-12" -30.3345445779449 114.953767940536 0.0424451885263184 0 0.330040159240806 0.284902357683979 34.4837030607408
"81" "Jurien East_2007" "2007-05-09" -30.289261490567 114.690921261456 0.0286387230112188 0 0.227631918106766 0.137145173235143 25.028253238783
"82" "Jurien East_2007" "2007-05-08" -30.3434570379205 114.818464676902 0.0442655140081746 0 0.427216672297476 0.391677084732692 192.014881318426
"83" "Jurien East_2007" "2007-05-13" -30.3413516561361 114.901292408682 0.0978374558928916 0 0.233856696299483 0.215271937824337 66.3528676837327
"84" "Mackerel Islands Shallow_2015" "2015-09-05" -21.5989240143369 114.720615412186 0.0784981943050494 0 0.203433470238616 0.116735946377267 7.38532603886164
"85" "Mackerel Islands Shallow_2015" "2015-09-06" -21.5566727311828 115.059094451613 0.0241212671693318 0 0.155114245214495 0.130895938008955 9.71413844162456
"86" "Mackerel Islands Shallow_2015" "2015-09-07" -21.4252464114833 115.141331020734 0.0525095132193529 0 0.221710506181203 0.161944875659266 51.657350530363
"87" "Mackerel Islands Shallow_2015" "2015-09-04" -21.5712160294118 114.732398382353 0.0495586379963071 0 0.198425447370623 0.177511786206124 7.88004976112631
"88" "Montara_2011" "2011-03-24" -12.513476478222 124.173028749403 0.0581993994923247 0 0.593515239988008 0.537105308728435 124.436372442606
"89" "Montara_2011" "2011-04-07" -13.4396232523524 124.026303606413 0.0600594904214701 0 0.657751803072578 0.466685813349429 64.1127032454275
"90" "Montara_2011" "2011-04-12" -13.4702042815745 124.067622251677 0.1221928665786 0 0.42173114300811 0.391921276341339 105.932126414933
"91" "Montara_2011" "2011-03-18" -13.0690191855236 124.584258116814 0.0523692921936896 0 0.412945910270571 0.284760296936958 24.5904614908059
"92" "Montara_2011" "2011-03-17" -13.078674093643 124.579961622606 0.0802402868067088 0 0.530459043812208 0.421739589513695 95.2806668563885
"93" "Montara_2011" "2011-03-25" -12.5170012724731 124.17639136577 0.0938112639277861 0 0.613072683372735 0.577670526327012 217.038501282437
"94" "Montara_2011" "2011-04-05" -13.9032124939666 123.906673184855 0.0438565931986863 0 0.477523138735794 0.387811584849147 25.5997641315359
"95" "Montara_2011" "2011-03-28" -12.563054924712 124.005229790756 0.0556173526140135 0 0.745873228825211 0.678121825521501 87.7132148114276
"96" "Montara_2011" "2011-03-22" -12.8834745629956 124.336471045918 0.127993272504141 0 0.442449103258902 0.360653518065529 64.1118681583439
"97" "Montara_2011" "2011-03-27" -12.5709101871691 123.598099040207 0.225856674467146 0 0.577827611943029 0.558405476540749 32.0039576697137
"98" "Montara_2011" "2011-03-23" -12.8040282819065 124.281987026128 0.0595716790494309 0 0.693356034373913 0.634054810252234 86.9683231004325
"99" "Montara_2011" "2011-03-26" -12.5464214315253 124.033980361168 0.0431399026327792 0 0.656296753661778 0.580580426593652 101.477588799351
"100" "Montara_2011" "2011-03-21" -12.8817810125075 124.344584210678 0.113528600122006 0 0.532409499424061 0.488601346392334 33.2270303048374
"101" "Montara_2011" "2011-04-11" -12.5464958930144 124.032648564637 0.0649991103735119 0 0.917082079375309 0.668686798834031 29.3245217996364
"102" "Montebello Sanctuaries_2014" "2014-10-30" -20.4390063878492 115.566592511387 0.0340660546545815 0 0.571634758967178 0.557173059727546 275.045111116805
"103" "Montebello Sanctuaries_2014" "2014-10-29" -20.4508702572823 115.473698771926 0.0673427712349808 0 0.515355121179624 0.396541406010144 275.614327544806
"104" "Montebello_2015" "2015-01-21" -20.2263438202247 115.348101048689 0.0378494922306076 0 0.534721301276093 0.467021327994431 93.7211336746115
"105" "Montebello_2015" "2015-01-18" -20.2644224470135 115.441726989403 0.0453133821699862 0 0.570089131661447 0.515137211294665 114.7603646307
"106" "Montebello_2015" "2015-01-19" -20.3446159804321 115.592125046881 0.0727672089509742 0 0.367730627251397 0.357656954431079 86.0657014897778
"107" "Montebello_2015" "2015-01-17" -20.3628471830986 115.352629978873 0.0256389205372585 0 0.438654282185936 0.429610015106242 161.656773667053
"108" "Montebello_2015" "2015-01-20" -20.4530780487805 115.386492268293 0.104877976994943 0 0.801833628034231 0.767281592133465 129.055872703513
"109" "New Caledonia_2013" "2013-03-24" -22.4424889712794 167.165708036554 0.105341895893778 0 0.456835932469767 0.421576295524692 19.4230760703861
"110" "New Caledonia_2013" "2013-03-21" -22.3839050508475 167.073110635593 0.0843321246688559 0.006 0.290908070817041 0.207831816782381 12.689770112084
"111" "New Caledonia_2013" "2013-11-12" -20.2073979428571 163.944204228571 0.0571428571428543 0.034 0.527321526799572 0.301004737763028 23.801063187901
"112" "New Caledonia_2013" "2013-11-13" -19.686609390681 163.612084767025 0.143351341751891 0 0.603624496565601 0.529610305584782 402.887347863495
"113" "New Caledonia_2013" "2013-11-11" -20.6909593782383 164.249061588946 0.215867081392255 0 0.129971766714656 0.114827770970099 17.1201566149843
"114" "New Caledonia_2013" "2013-11-16" -22.3361238132296 166.229775525292 0.0567700942180835 0.004 1.06808665337337 0.656731270190562 1000.35236514551
"115" "New Caledonia_2013" "2013-11-10" -21.4019309638554 164.926645662651 0.0843252191109026 0.04 0.236900891652677 0.06698829361795 10.5700102155782
"116" "New Caledonia_2013" "2013-03-20" -22.3686810643564 167.094531935644 0.115168500374853 0 1.5727743631758 0.9390702010637 132.129513663522
"117" "New Caledonia_2013" "2013-03-23" -22.4104347207547 167.154145860377 0.0382268807720616 0.174 0.556837455338368 NA NA
"118" "New Caledonia_2013" "2013-03-26" -22.4272556025641 167.207450974359 0.153864235088152 0 1.55633578102496 0.819024011228151 265.885505277849
"119" "New Caledonia_2013" "2013-11-15" -21.6468263953488 165.428670581395 0.0990135688703079 0.004 0.0794906475283681 0.0566163975622126 3.38751254256855
"120" "New Caledonia_2013" "2013-03-22" -22.392671704918 167.164708898361 0.0524590163934423 0.004 0.509492089956339 0.258304230395892 26.2899169041292
"121" "New Caledonia_2013" "2013-11-25" -18.4758648929664 163.094987798165 0.280139657583671 0 0.203763941514239 0.141822547238686 31.2029680468035
"122" "New Caledonia_2013" "2013-11-14" -21.0032999305556 164.610157916667 0.0747490020021894 0.01 0.5636394149004 0.425919418599051 49.4239471964075
"123" "New Caledonia_2013" "2013-11-24" -18.47566 163.096321976744 0.19656480332703 0 0.462124116645413 0.468325530414234 337.125753473926
"124" "New Caledonia_2013" "2013-11-09" -22.02134775 165.9544225 0.103584151223184 0.004 0.152786458046142 0.0677566739220671 5.02699301386203
"125" "New Caledonia_2013" "2013-03-25" -22.4434596571429 167.106172824762 0.140231673404005 0 0.638971346135867 0.508721563746678 27.8541179103445
"126" "New Caledonia_2014" "2014-02-04" -22.387458186227 166.879780339476 0.257998387596247 0 0.234618569387134 0.207691964381126 22.4651450126805
"127" "New Caledonia_2014" "2014-10-03" -18.2132861861282 162.987522380158 0.207469081735653 0 0.213366123332351 0.211033830666721 11.1129450827245
"128" "New Caledonia_2014" "2014-02-05" -22.3132494179104 166.247240328358 0.088010821704377 0 0.668118713672655 0.462870457837159 51.8094803969561
"129" "New Caledonia_2014" "2014-02-10" -20.9334165930599 165.503691104101 0.177725114028447 0 0.222976977396062 0.203905533744782 35.1292901643627
"130" "New Caledonia_2014" "2014-09-26" -20.2219481296296 163.876119964506 0.15630474283388 0 0.709291498220679 0.694482421593605 114.393662922312
"131" "New Caledonia_2014" "2014-02-08" -20.215848875969 164.447145736434 0.0341147387292895 0.4 0.245074228876811 NA NA
"132" "New Caledonia_2014" "2014-09-25" -21.009361605948 164.612641333829 0.141263940520445 0 0.154658705644623 0.151972851090929 22.8213357138535
"133" "New Caledonia_2014" "2014-01-31" -22.3894248366959 166.291739132362 0.0111913432250671 0 0.0584162039773304 0.0337985037749391 123.621182049962
"134" "New Caledonia_2014" "2014-10-01" -18.0489853 162.951231978788 0.0909030398855248 0 1.21874676050932 0.892183430878969 80.3354337115828
"135" "New Caledonia_2014" "2014-02-02" -22.858224048913 166.805912880435 0.0537867336333971 0 0.23693784384626 0.198093961735317 38.0787385517024
"136" "New Caledonia_2014" "2014-08-28" -18.3037658793309 162.993785910394 0.119474185927574 0 0.295148450526929 0.258986927009283 22.0883477717972
"137" "New Caledonia_2014" "2014-02-09" -20.3872323232323 164.654334646465 0.0649921659814597 0 0.33055816582314 0.24991619193966 21.0317410149372
"138" "New Caledonia_2014" "2014-10-07" -21.980315489555 166.909081861944 0.101125398596087 0 0.24688440188547 0.219753552142853 23.1084555244873
"139" "New Caledonia_2014" "2014-09-27" -19.6142623561191 163.352940566703 0.130094989633907 0 0.456371901253149 0.295530987572427 106.572811595673
"140" "New Caledonia_2014" "2014-02-12" -22.6503265251989 166.91791734748 0.0557029177718833 0 0.384171901606576 0.343790210461949 26.2242920275099
"141" "New Caledonia_2014" "2014-10-06" -21.2239013658537 165.852263853659 0.0710434994597041 0.236 0.237892327221917 NA NA
"142" "New Caledonia_2014" "2014-02-11" -21.6449285613208 166.393592346698 0.0589607845677285 0 0.344200066699884 0.267453634711547 110.552231859949
"143" "New Caledonia_2014" "2014-02-01" -22.4754463819095 166.399258869347 0.0541530956916608 0 0.777854205057508 0.73757947887114 151.330568174857
"144" "New Caledonia_2014" "2014-10-05" -20.3928554139535 164.698798176744 0.274273672062463 0 0.163698461787725 0.107159368198178 11.1432836317776
"145" "New Caledonia_2014" "2014-09-24" -21.4114300992736 164.970010062954 0.0572811635927096 0 0.233188176234036 0.214684043842101 14.5984844089168
"146" "New Caledonia_2014" "2014-09-30" -18.4592835416667 163.188844454167 0.0416666655444988 0.108 1.35768259500526 NA NA
"147" "New Caledonia_2014" "2014-09-29" -18.2882133209302 163.07930292093 0.109324608872975 0 0.863108063047289 0.614052814462598 40.8606956947418
"148" "New Caledonia_2014" "2014-10-08" -22.0115791535433 165.938677980315 0.118110230325145 0 0.507797528642111 0.340475042646703 25.4391301828434
"149" "New Caledonia_2014" "2014-10-04" -19.6755161428571 163.9716220625 0.070472899904314 0 0.659983197942708 0.403885532904868 20.009542273959
"150" "New Caledonia_2014" "2014-02-03" -22.8923947318612 166.965193911672 0.0836523565113794 0 0.19209067289617 0.158063148366832 11.1170580774956
"151" "New Caledonia_2014" "2014-01-10" -18.32423 162.961120166667 0.0690244409543524 0.936 0.171323398346154 NA NA
"152" "New Caledonia_2014" "2014-02-06" -21.8746313986014 165.76029013986 0.11187031031053 0 0.557154468179434 0.28561491567158 56.6325826658227
"153" "New Caledonia_2014" "2014-10-02" -18.1509197649123 162.821540319298 0.0636812181128315 0 0.515661901772361 0.503245912130676 30.1123504851439
"154" "Ningaloo Deep_2009" "2009-04-24" -22.092601386673 113.814750495049 0.0685575962919054 0.112 1.49480095769205 NA NA
"155" "Ningaloo Deep_2009" "2009-03-28" -22.6169068677191 113.554598412698 0.0511203674872243 0 2.23196697071963 0.856269813265016 128.368954851462
"156" "Ningaloo Deep_2009" "2009-04-01" -23.6071370455672 113.238562393999 0.0666920047254978 0 1.94307646749532 1.48400143537526 140.528383878398
"157" "Ningaloo Deep_2009" "2009-03-26" -22.0485908390063 113.806064465409 0.166666438973725 0 3.5632279938916 3.27590746777911 139.818626730868
"158" "Ningaloo Deep_2009" "2009-04-27" -22.1984820005797 113.749982258065 0.0442119923317153 0.454 3.94412268711642 NA NA
"159" "Ningaloo Deep_2009" "2009-04-25" -22.1281985027784 113.793916425121 0.068851293847093 0.408 2.4188589891447 NA NA
"160" "Ningaloo Deep_2009" "2009-04-26" -22.1534665676367 113.767844029851 0.0447749557815518 0.604 2.32832653239415 NA NA
"161" "Ningaloo Deep_2009" "2009-03-30" -22.6836193944485 113.486688888889 0.126225833101707 0.22 1.9780552560171 NA NA
"162" "Ningaloo Shallow_2014" "2014-10-21" -22.8433124865139 113.717590032662 0.0538359587222307 0 0.502061415787539 0.474506507257589 27.6679714951964
"163" "Ningaloo Shallow_2014" "2014-10-22" -23.2604911330159 113.756417986711 0.0454414185250195 0 0.512441967482239 0.458708975019171 105.854400088349
"164" "Ningaloo Shallow_2014" "2014-10-20" -22.119809944728 113.867038736673 0.0864244992084484 0 0.348812967230764 0.332750206208772 87.788521175968
"165" "Ningaloo Shallow_2014" "2014-10-23" -22.4573615985704 113.727478161968 0.0430457006233758 0 0.611647061761214 0.468165845867581 59.820120318638
"166" "Ningaloo_2009" "2009-04-05" -23.797563009302 113.399815269735 0.0461945411796414 0 0.337717525609321 0.27027510620357 417.18081853872
"167" "Ningaloo_2009" "2009-04-04" -23.8081419634305 113.425961875149 0.152966404574696 0 0.289022567227283 0.239046841666307 21.756549809501
"168" "Ningaloo_2009" "2009-04-09" -23.7540541053423 113.272324478064 0.0476934361720584 0 0.532343760742816 0.461088131186832 11.4907994127693
"169" "Ningaloo_2009" "2009-04-28" -22.2407073468625 113.787522310875 0.0744642891996214 0 0.822821947674768 0.657537307730528 33.2699767443648
"170" "Ningaloo_2009" "2009-04-25" -22.1400226811114 113.814606629116 0.0814535481005913 0 0.683827681088466 0.606062984962854 97.2706765008366
"171" "Ningaloo_2009" "2009-04-06" -23.7782195146042 113.337175589277 0.075865307302369 0 0.608123759989596 0.519621187530156 140.143946343982
"172" "Ningaloo_2009" "2009-04-24" -22.0868864646407 113.826559339112 0.0554899536906682 0 0.644833040881984 0.613333403857823 97.3367290100497
"173" "Ningaloo_2009" "2009-04-16" -22.8303689256333 113.515097936508 0.0648076226009923 0 1.62784870458707 1.23204634872267 167.939736496055
"174" "Ningaloo_2009" "2009-04-08" -23.7560425828195 113.292412917301 0.0341568944915125 0 0.618790295972687 0.372453833207875 17.7383452375732
"175" "Ningaloo_2009" "2009-04-15" -22.7733696367556 113.573193561077 0.0868572105993144 0 1.19164919549183 1.01666637079483 273.928954148952
"176" "Ningaloo_2009" "2009-04-22" -22.2805857301504 113.775537651435 0.0794204167086738 0 0.721079254589236 0.577905469227704 33.6588476201672
"177" "Ningaloo_2009" "2009-04-10" -23.7866461608999 113.328603134503 0.0498217360173066 0 0.391526630591008 0.2717394119268 22.6816859826575
"178" "Ningaloo_2009" "2009-04-23" -22.1659929663742 113.838187477735 0.159346540141961 0 0.52228879793541 0.476235004016377 85.9264054393353
"179" "Ningaloo_2009" "2009-04-14" -22.7193188576256 113.614255422972 0.106631712830196 0 0.479188493019905 0.405225369771124 260.547209640469
"180" "Ningaloo_2009" "2009-04-18" -22.8118655317571 113.677610986857 0.0611828687967369 0 0.577644206627994 0.519777889221658 121.245072755112
"181" "Ningaloo_2009" "2009-04-03" -23.813415284101 113.464439204857 0.107569397423505 0 0.191088197774278 0.141244810499243 41.6379975854437
"182" "Ningaloo_2009" "2009-04-17" -22.7718853066942 113.641587909825 0.0489432996986326 0 0.546098754971773 0.450840061367952 97.3364484565714
"183" "Ningaloo_2009" "2009-04-27" -22.21505703865 113.793313984758 0.0354835895357411 0 0.365130264534645 0.26052397484718 41.3804427662002
"184" "Ningaloo_2009" "2009-05-02" -22.8627744175824 113.703276725275 0.139524498167386 0 0.467671120197826 0.411247492646026 14.9172921180664
"185" "Ningaloo_2009" "2009-04-13" -22.6705766703768 113.595640043705 0.101260494337953 0 0.74484903460246 0.617725813131536 101.326509577915
"186" "Ningaloo_2009" "2009-05-01" -22.3332246345257 113.733626143079 0.0635059196937616 0 1.1572264051407 1.01880439155565 89.9014972501854
"187" "Ningaloo_2009" "2009-04-26" -22.1712485072145 113.788838838612 0.0691971669977393 0 1.13829676229821 1.04231538731641 34.8941638077772
"188" "Ningaloo_2009" "2009-04-30" -22.3105826530612 113.774001496599 0.096922335088265 0 0.757748929353344 0.44340429813262 28.8288110856987
"189" "PCB_2017_04" "2017-04-17" -13.9456417489422 143.839141043724 0.0809492736740415 0 0.61026995243153 0.370952477056939 80.0362482012322
"190" "PCB_2017_04" "2017-04-04" -14.4647222222222 144.887430555556 0.174640610070326 0 0.22028863543084 0.158242166468293 8.93946865061714
"191" "PCB_2017_04" "2017-04-13" -13.6678324022346 143.895134078212 0.0428972142591567 0.332 0.192802548819601 NA NA
