"Exped" "Date" "mean_lat" "mean_long" "betaslope" "betaslope_ci_inf" "betaslope_ci_sup" "BRUVS_number"
"88" "Mackerel Islands Shallow_2015" "2015-09-04" -21.5712160294118 114.732398382353 -1.02798457908648 -1.05623457908648 -0.999804579086482 6
"89" "Montara_2011" "2011-03-24" -12.513476478222 124.173028749403 -1.00735723231498 -1.02271723231498 -0.99200723231498 16
"90" "Montara_2011" "2011-04-07" -13.4396232523524 124.026303606413 -0.973206595968081 -0.98299659596808 -0.96339659596808 30
"91" "Montara_2011" "2011-04-12" -13.4702042815745 124.067622251677 -1.07281502188145 -1.08206502188145 -1.06360502188145 32
"92" "Montara_2011" "2011-03-18" -13.0690191855236 124.584258116814 -1.04164813579346 -1.06492813579346 -1.01845813579346 8
"93" "Montara_2011" "2011-03-17" -13.078674093643 124.579961622606 -1.02256661522732 -1.03132661522732 -1.01381661522732 16
"94" "Montara_2011" "2011-03-25" -12.5170012724731 124.17639136577 -0.964625681102143 -0.979005681102143 -0.950185681102143 7
"95" "Montara_2011" "2011-04-05" -13.9032124939666 123.906673184855 -0.986996023975139 -0.996536023975139 -0.977446023975139 24
"96" "Montara_2011" "2011-03-28" -12.563054924712 124.005229790756 -0.998395105656953 -1.01134510565695 -0.985445105656953 22
"97" "Montara_2011" "2011-03-22" -12.8834745629956 124.336471045918 -1.08566129362073 -1.10393129362073 -1.06754129362073 8
"98" "Montara_2011" "2011-03-27" -12.5709101871691 123.598099040207 -0.993944040201339 -1.00734404020134 -0.980534040201339 16
"99" "Montara_2011" "2011-03-23" -12.8040282819065 124.281987026128 -0.981139170147476 -0.991519170147476 -0.970749170147476 24
"100" "Montara_2011" "2011-03-26" -12.5464214315253 124.033980361168 -0.984297204266702 -0.993337204266702 -0.975247204266702 23
"101" "Montara_2011" "2011-03-21" -12.8817810125075 124.344584210678 -1.03193504785396 -1.04907504785396 -1.01483504785396 15
"102" "Montara_2011" "2011-04-11" -12.5464958930144 124.032648564637 -0.947018630202882 -0.972288630202882 -0.921578630202882 7
"103" "Montebello Sanctuaries_2014" "2014-10-30" -20.4390063878492 115.566592511387 -1.02509997582096 -1.03197997582096 -1.01822997582096 41
"104" "Montebello Sanctuaries_2014" "2014-10-29" -20.4508702572823 115.473698771926 -1.11786894622741 -1.12616894622741 -1.10960894622741 39
"105" "Montebello_2015" "2015-01-21" -20.2263438202247 115.348101048689 -1.07791483444672 -1.09313483444672 -1.06278483444672 20
"106" "Montebello_2015" "2015-01-18" -20.2644224470135 115.441726989403 -0.989404506409773 -0.998304506409773 -0.980494506409773 30
"107" "Montebello_2015" "2015-01-19" -20.3446159804321 115.592125046881 -1.10973906237316 -1.12102906237316 -1.09851906237316 30
"108" "Montebello_2015" "2015-01-17" -20.3628471830986 115.352629978873 -1.04817014077555 -1.05690014077555 -1.03947014077555 30
"109" "Montebello_2015" "2015-01-20" -20.4530780487805 115.386492268293 -1.0916258252631 -1.1203558252631 -1.0632458252631 10
"110" "New Caledonia_2013" "2013-03-24" -22.4424889712794 167.165708036554 -1.03614983643506 -1.06290983643506 -1.00952983643506 4
"111" "New Caledonia_2013" "2013-03-21" -22.3839050508475 167.073110635593 -1.02357859096776 -1.08603859096776 -0.961428590967761 4
"112" "New Caledonia_2013" "2013-11-12" -20.2073979428571 163.944204228571 -0.989193323476725 -1.03682332347672 -0.941463323476725 10
"113" "New Caledonia_2013" "2013-11-13" -19.686609390681 163.612084767025 -1.08192933631609 -1.11295933631609 -1.05136933631609 6
"114" "New Caledonia_2013" "2013-11-11" -20.6909593782383 164.249061588946 -1.03540368967316 -1.06128368967316 -1.00961368967316 4
"115" "New Caledonia_2013" "2013-11-16" -22.3361238132296 166.229775525292 -1.16546622855542 -1.20013622855542 -1.13188622855542 7
"116" "New Caledonia_2013" "2013-11-10" -21.4019309638554 164.926645662651 -1.0868126805657 -1.1673126805657 -1.0079426805657 2
"117" "New Caledonia_2013" "2013-03-20" -22.3686810643564 167.094531935644 -1.01464466674787 -1.04297466674787 -0.986364666747868 4
"118" "New Caledonia_2013" "2013-03-23" -22.4104347207547 167.154145860377 -1.07621388400601 -1.11520388400601 -1.03767388400601 4
"119" "New Caledonia_2013" "2013-03-26" -22.4272556025641 167.207450974359 -1.09345206635691 -1.12981206635691 -1.05772206635691 2
"120" "New Caledonia_2013" "2013-11-15" -21.6468263953488 165.428670581395 -1.22731792359586 -1.34379792359586 -1.11509792359586 2
"121" "New Caledonia_2013" "2013-03-22" -22.392671704918 167.164708898361 -0.987246803495484 -1.01769680349548 -0.956736803495484 4
"123" "New Caledonia_2013" "2013-11-25" -18.4758648929664 163.094987798165 -1.49273749676781 -1.55225749676781 -1.43644749676781 3
"124" "New Caledonia_2013" "2013-11-14" -21.0032999305556 164.610157916667 -1.15155662289785 -1.21437662289785 -1.09042662289785 6
"125" "New Caledonia_2013" "2013-11-24" -18.47566 163.096321976744 -1.40483906392023 -1.50270906392023 -1.31707906392023 1
"126" "New Caledonia_2013" "2013-11-09" -22.02134775 165.9544225 -1.11155866709791 -1.20518866709791 -1.02010866709791 3
"127" "New Caledonia_2013" "2013-03-25" -22.4434596571429 167.106172824762 -1.00541625663704 -1.03517625663704 -0.975666256637038 4
"129" "New Caledonia_2014" "2014-02-04" -22.387458186227 166.879780339476 -0.994329613185398 -1.0120596131854 -0.976589613185398 11
"130" "New Caledonia_2014" "2014-10-03" -18.2132861861282 162.987522380158 -1.05244497709196 -1.07205497709196 -1.03290497709196 8
"131" "New Caledonia_2014" "2014-02-05" -22.3132494179104 166.247240328358 -0.983680890983184 -1.00363089098318 -0.963690890983184 12
"132" "New Caledonia_2014" "2014-02-10" -20.9334165930599 165.503691104101 -1.016997944056 -1.035557944056 -0.998467944055999 12
"133" "New Caledonia_2014" "2014-09-26" -20.2219481296296 163.876119964506 -1.07000884336854 -1.09114884336854 -1.04903884336854 8
"134" "New Caledonia_2014" "2014-02-08" -20.215848875969 164.447145736434 -1.04465903829383 -1.08990903829383 -0.999679038293829 6
"135" "New Caledonia_2014" "2014-09-25" -21.009361605948 164.612641333829 -0.987586690043747 -1.00364669004375 -0.971506690043747 11
"136" "New Caledonia_2014" "2014-01-31" -22.3894248366959 166.291739132362 -1.56961767419408 -1.58053767419408 -1.55881767419408 10
"137" "New Caledonia_2014" "2014-10-01" -18.0489853 162.951231978788 -1.15325342923188 -1.18925342923188 -1.11801342923187 8
"138" "New Caledonia_2014" "2014-02-02" -22.858224048913 166.805912880435 -1.0612140548172 -1.0911840548172 -1.0315040548172 8
"139" "New Caledonia_2014" "2014-08-28" -18.3037658793309 162.993785910394 -0.995245942649007 -1.01315594264901 -0.977325942649007 8
"140" "New Caledonia_2014" "2014-02-09" -20.3872323232323 164.654334646465 -1.08367060665426 -1.11545060665426 -1.05215060665426 12
"141" "New Caledonia_2014" "2014-10-07" -21.980315489555 166.909081861944 -1.0328724688884 -1.0530124688884 -1.0127824688884 12
"142" "New Caledonia_2014" "2014-09-27" -19.6142623561191 163.352940566703 -1.05936312299374 -1.07637312299374 -1.04245312299374 6
"143" "New Caledonia_2014" "2014-02-12" -22.6503265251989 166.91791734748 -1.04188756881815 -1.07503756881815 -1.00890756881815 4
"144" "New Caledonia_2014" "2014-10-06" -21.2239013658537 165.852263853659 -1.02068170058722 -1.12965170058722 -0.912091700587221 3
"145" "New Caledonia_2014" "2014-02-11" -21.6449285613208 166.393592346698 -1.16857968428608 -1.18973968428608 -1.14774968428608 12
"146" "New Caledonia_2014" "2014-02-01" -22.4754463819095 166.399258869347 -1.07381177812639 -1.09165177812639 -1.05612177812639 9
"147" "New Caledonia_2014" "2014-10-05" -20.3928554139535 164.698798176744 -1.1539339071976 -1.2101539071976 -1.0988539071976 4
"148" "New Caledonia_2014" "2014-09-24" -21.4114300992736 164.970010062954 -1.12178264740519 -1.15488264740519 -1.08915264740519 8
"149" "New Caledonia_2014" "2014-09-30" -18.4592835416667 163.188844454167 -0.889498084941402 -0.932478084941402 -0.845788084941402 7
"150" "New Caledonia_2014" "2014-09-29" -18.2882133209302 163.07930292093 -0.967598479758173 -1.01004847975817 -0.924918479758173 4
"151" "New Caledonia_2014" "2014-10-08" -22.0115791535433 165.938677980315 -0.979746493208941 -1.01833649320894 -0.941036493208941 8
"152" "New Caledonia_2014" "2014-10-04" -19.6755161428571 163.9716220625 -1.10470950792627 -1.15668950792627 -1.05345950792627 4
"153" "New Caledonia_2014" "2014-02-03" -22.8923947318612 166.965193911672 -1.13813464619945 -1.18364464619945 -1.09331464619945 7
"154" "New Caledonia_2014" "2014-01-10" -18.32423 162.961120166667 -1.17102378545008 -1.30689378545008 -1.04282378545008 1
"155" "New Caledonia_2014" "2014-02-06" -21.8746313986014 165.76029013986 -1.09921314234914 -1.15474314234914 -1.04477314234914 10
"156" "New Caledonia_2014" "2014-10-02" -18.1509197649123 162.821540319298 -0.9986816525001 -1.0333016525001 -0.9640516525001 5
"157" "Ningaloo Deep_2009" "2009-04-24" -22.092601386673 113.814750495049 -1.04403960390208 -1.11414960390208 -0.974599603902084 3
"158" "Ningaloo Deep_2009" "2009-03-28" -22.6169068677191 113.554598412698 -1.07564872529406 -1.11118872529406 -1.04040872529406 27
"159" "Ningaloo Deep_2009" "2009-04-01" -23.6071370455672 113.238562393999 -1.01847106683053 -1.04740106683053 -0.989591066830526 20
"160" "Ningaloo Deep_2009" "2009-03-26" -22.0485908390063 113.806064465409 -0.903671659597009 -0.936501659597009 -0.870361659597009 17
"161" "Ningaloo Deep_2009" "2009-04-27" -22.1984820005797 113.749982258065 -1.10021581654793 -1.15211581654793 -1.04933581654793 10
"162" "Ningaloo Deep_2009" "2009-04-25" -22.1281985027784 113.793916425121 -0.920733576531174 -0.997513576531174 -0.842153576531174 4
"163" "Ningaloo Deep_2009" "2009-04-26" -22.1534665676367 113.767844029851 -0.998567928778208 -1.06044792877821 -0.936667928778208 12
"164" "Ningaloo Deep_2009" "2009-03-30" -22.6836193944485 113.486688888889 -0.742372650887152 -0.884352650887152 -0.587112650887152 15
"165" "Ningaloo Shallow_2014" "2014-10-21" -22.8433124865139 113.717590032662 -1.01738678371585 -1.02712678371585 -1.00765678371585 29
"166" "Ningaloo Shallow_2014" "2014-10-22" -23.2604911330159 113.756417986711 -1.09854411063132 -1.10949411063132 -1.08765411063132 30
"167" "Ningaloo Shallow_2014" "2014-10-20" -22.119809944728 113.867038736673 -1.03308184009861 -1.04450184009861 -1.02168184009861 17
"168" "Ningaloo Shallow_2014" "2014-10-23" -22.4573615985704 113.727478161968 -0.981385761446711 -0.990535761446711 -0.972225761446711 29
"169" "Ningaloo_2009" "2009-04-05" -23.797563009302 113.399815269735 -1.22194620880979 -1.23412620880979 -1.20990620880979 24
"170" "Ningaloo_2009" "2009-04-04" -23.8081419634305 113.425961875149 -1.06959963320449 -1.08186963320449 -1.05735963320449 28
"171" "Ningaloo_2009" "2009-04-09" -23.7540541053423 113.272324478064 -0.860382366814492 -0.889782366814492 -0.830642366814492 21
"172" "Ningaloo_2009" "2009-04-28" -22.2407073468625 113.787522310875 -0.871168746997724 -0.895498746997724 -0.846468746997724 28
"173" "Ningaloo_2009" "2009-04-25" -22.1400226811114 113.814606629116 -0.981834023071715 -0.998544023071715 -0.965094023071715 28
"174" "Ningaloo_2009" "2009-04-06" -23.7782195146042 113.337175589277 -1.18538968685886 -1.21191968685886 -1.15932968685886 16
"175" "Ningaloo_2009" "2009-04-24" -22.0868864646407 113.826559339112 -0.94833252494599 -0.96445252494599 -0.93214252494599 27
"176" "Ningaloo_2009" "2009-04-16" -22.8303689256333 113.515097936508 -0.994325920293214 -1.01628592029321 -0.972355920293214 20
"177" "Ningaloo_2009" "2009-04-08" -23.7560425828195 113.292412917301 -0.96326887015714 -0.99237887015714 -0.93407887015714 28
"178" "Ningaloo_2009" "2009-04-15" -22.7733696367556 113.573193561077 -0.999505096496809 -1.01438509649681 -0.984615096496809 29
"179" "Ningaloo_2009" "2009-04-22" -22.2805857301504 113.775537651435 -0.989351291456636 -1.01043129145664 -0.968251291456636 31
"180" "Ningaloo_2009" "2009-04-10" -23.7866461608999 113.328603134503 -0.94538653330826 -0.965406533308259 -0.925286533308259 20
"181" "Ningaloo_2009" "2009-04-23" -22.1659929663742 113.838187477735 -1.02587637512213 -1.04396637512213 -1.00781637512213 21
"182" "Ningaloo_2009" "2009-04-14" -22.7193188576256 113.614255422972 -1.12082455179288 -1.13436455179288 -1.10739455179288 23
"183" "Ningaloo_2009" "2009-04-18" -22.8118655317571 113.677610986857 -1.05030668358223 -1.06447668358223 -1.03618668358223 22
"184" "Ningaloo_2009" "2009-04-03" -23.813415284101 113.464439204857 -1.21888083084929 -1.24358083084929 -1.19461083084929 15
"185" "Ningaloo_2009" "2009-04-17" -22.7718853066942 113.641587909825 -1.08006398336048 -1.09663398336048 -1.06359398336048 35
"186" "Ningaloo_2009" "2009-04-27" -22.21505703865 113.793313984758 -0.966763066418925 -0.981053066418924 -0.952443066418924 18
"187" "Ningaloo_2009" "2009-05-02" -22.8627744175824 113.703276725275 -1.02505340096194 -1.05817340096194 -0.992023400961937 9
"188" "Ningaloo_2009" "2009-04-13" -22.6705766703768 113.595640043705 -1.0510628098191 -1.0641428098191 -1.0380228098191 34
"189" "Ningaloo_2009" "2009-05-01" -22.3332246345257 113.733626143079 -1.05508467676852 -1.08086467676852 -1.02943467676852 21
"190" "Ningaloo_2009" "2009-04-26" -22.1712485072145 113.788838838612 -0.885376934544412 -0.930896934544412 -0.839036934544412 11
"191" "Ningaloo_2009" "2009-04-30" -22.3105826530612 113.774001496599 -1.05597724587622 -1.11400724587622 -0.998527245876218 4
"192" "PCB_2017_04" "2017-04-17" -13.9456417489422 143.839141043724 -1.00141339800222 -1.02094339800222 -0.981883398002222 18
"193" "PCB_2017_04" "2017-04-04" -14.4647222222222 144.887430555556 -1.24243520131081 -1.33157520131081 -1.15602520131081 4
"194" "PCB_2017_04" "2017-04-13" -13.6678324022346 143.895134078212 -1.05779665878847 -1.11028665878847 -1.00580665878847 6
"195" "PCB_2017_04" "2017-04-29" -14.2886560402292 144.7681888125 -1.05449641874687 -1.08348641874687 -1.02568641874687 15
"196" "PCB_2017_04" "2017-04-26" -13.949876870102 143.972076307347 -1.0351156192482 -1.0544056192482 -1.0158756192482 17
"197" "PCB_2017_04" "2017-04-23" -14.0606650389109 144.000353762376 -0.983501187522673 -1.02608118752267 -0.940841187522673 12
"198" "PCB_2017_04" "2017-04-09" -13.5254720496894 143.775931677019 -1.03614743992712 -1.07160743992712 -1.00103743992712 7
"199" "PCB_2017_04" "2017-04-24" -13.9087719565152 143.841260424242 -0.984624213911847 -1.05002421391185 -0.919044213911847 6
"200" "PCB_2017_04" "2017-04-28" -13.4759813108901 143.826430070549 -1.0464801768299 -1.0651901768299 -1.0278501768299 15
"201" "PCB_2017_04" "2017-04-11" -13.524640625 143.77958125 -1.00897687744731 -1.04386687744731 -0.974126877447306 10
"202" "PCB_2017_04" "2017-04-25" -13.9809369995586 143.904494739898 -1.07734726426771 -1.09905726426771 -1.05583726426771 11
"203" "PCB_2017_04" "2017-04-08" -14.1432173913043 144.225652173913 -0.906004915733445 -1.00119491573345 -0.807604915733445 5
"204" "PCB_2017_04" "2017-04-10" -13.4761104972376 143.739276243094 -1.00306730578349 -1.03331730578349 -0.972827305783487 7
"205" "PCB_2017_04" "2017-04-18" -13.6513565891473 143.727178294574 -1.02430695765743 -1.08818695765743 -0.960716957657434 6
"206" "PCB_2017_04" "2017-04-21" -13.5890578188034 143.770140555556 -1.00541648090028 -1.04802648090028 -0.962836480900278 14
"207" "PCB_2017_04" "2017-04-06" -14.0740611112308 144.224174358974 -0.957410642915149 -1.00627064291515 -0.908210642915149 7
"208" "PCB_2017_04" "2017-04-22" -14.0445504724277 144.012453606936 -1.05491879485352 -1.08587879485352 -1.02420879485352 9
